Time_min,Avg_Jam_Length_m,Throughput_veh_per_min,North_Queue,South_Queue,Total_Queue,North_Jam_Length_m,South_Jam_Length_m
1.0,0.62,1.00,14.85,0.00,14.85,1.00,0.00
2.0,0.78,4.00,115.23,0.00,115.23,1.27,0.00
3.0,0.62,5.00,194.85,0.00,194.85,1.00,0.00
4.0,1.73,11.00,129.45,0.00,129.45,2.81,0.00
5.0,4.37,17.00,411.27,27.75,439.02,4.28,4.52
6.0,0.77,17.00,0.00,45.00,45.00,0.00,2.00
7.0,2.52,26.00,243.40,0.60,244.00,3.83,0.44
8.0,2.88,29.00,633.40,52.20,685.60,3.83,1.38
9.0,0.34,36.00,19.75,0.00,19.75,0.55,0.00
10.0,2.08,44.00,210.30,0.15,210.45,3.38,0.00
11.0,2.84,14.00,238.91,118.05,356.96,2.99,2.60
12.0,1.52,26.00,45.35,0.00,45.35,2.46,0.00
13.0,3.59,29.00,449.53,0.00,449.53,5.84,0.00
14.0,1.35,31.00,331.10,0.00,331.10,2.19,0.00
15.0,3.61,38.00,735.79,0.00,735.79,5.86,0.00
16.0,2.78,12.00,205.68,66.80,272.48,2.27,3.60
17.0,1.72,24.00,246.50,62.60,309.10,2.16,1.00
18.0,4.87,31.00,756.05,1.00,757.05,7.29,1.00
19.0,2.65,34.00,547.65,88.70,636.35,3.41,1.44
20.0,3.31,47.00,932.56,0.00,932.56,5.38,0.00
21.0,3.24,17.00,389.35,10.56,399.91,3.76,2.40
22.0,3.65,31.00,52.00,117.79,169.79,1.62,6.88
23.0,1.38,37.00,255.70,0.00,255.70,2.25,0.00
24.0,2.19,41.00,476.05,0.00,476.05,3.56,0.00
25.0,1.81,43.00,602.35,0.00,602.35,2.94,0.00
26.0,2.93,10.00,847.56,0.00,847.56,4.76,0.00
27.0,1.38,16.00,0.00,74.70,74.70,0.00,3.60
28.0,0.94,21.00,71.67,0.00,71.67,1.52,0.00
29.0,3.94,29.00,364.16,22.85,387.01,6.13,0.44
30.0,3.15,35.00,699.31,0.00,699.31,4.56,0.88
31.0,4.95,26.00,1474.69,0.00,1474.69,8.05,0.00
32.0,4.39,41.00,352.53,99.13,451.66,2.75,7.02
33.0,2.96,46.00,93.13,419.88,513.01,1.49,5.32
34.0,0.92,47.00,261.13,0.00,261.13,1.49,0.00
35.0,2.59,51.00,394.87,6.38,401.25,2.71,2.40
36.0,2.64,15.00,705.17,0.00,705.17,4.29,0.00
37.0,1.86,19.00,432.42,0.00,432.42,3.03,0.00
38.0,1.77,28.00,88.85,8.50,97.35,1.62,2.00
39.0,1.34,36.00,282.30,0.00,282.30,2.17,0.00
40.0,4.63,47.00,709.09,6.00,715.09,6.53,1.60
41.0,5.57,16.00,665.20,154.20,819.40,4.91,6.62
42.0,0.00,18.00,0.00,0.00,0.00,0.00,0.00
43.0,2.35,30.00,52.35,89.10,141.45,1.62,3.50
44.0,3.12,41.00,491.44,0.00,491.44,5.06,0.00
45.0,4.72,49.00,1014.59,20.25,1034.84,6.15,2.42
46.0,5.12,16.00,1273.19,246.35,1519.54,6.18,3.42
47.0,3.80,21.00,1927.19,0.00,1927.19,6.18,0.00
48.0,1.32,26.00,48.95,55.60,104.55,0.90,2.00
49.0,1.32,30.00,138.95,175.60,314.55,0.90,2.00
50.0,1.30,34.00,266.97,0.00,266.97,2.11,0.00
51.0,0.17,6.00,35.52,0.00,35.52,0.28,0.00
52.0,1.67,10.00,211.48,0.00,211.48,2.71,0.00
53.0,2.69,25.00,258.66,15.90,274.56,3.38,1.60
54.0,5.86,33.00,462.45,167.90,630.35,7.28,3.60
55.0,5.42,39.00,1074.90,0.00,1074.90,8.80,0.00
56.0,4.62,19.00,929.90,12.55,942.45,7.24,0.44
57.0,5.90,26.00,674.70,79.80,754.50,6.65,4.70
58.0,2.32,34.00,454.90,0.00,454.90,3.78,0.00
59.0,0.34,37.00,18.45,26.55,45.00,0.28,0.44
60.0,1.91,40.00,103.00,0.00,103.00,3.10,0.00
61.0,2.52,6.00,421.00,60.30,481.30,3.10,1.60
62.0,3.32,11.00,496.85,166.20,663.05,3.39,3.20
63.0,0.00,11.00,0.00,0.00,0.00,0.00,0.00
64.0,0.93,14.00,0.00,53.25,53.25,0.00,2.42
65.0,0.93,14.00,0.00,263.25,263.25,0.00,2.42
66.0,0.00,2.00,0.00,0.00,0.00,0.00,0.00
67.0,0.00,2.00,0.00,0.00,0.00,0.00,0.00
68.0,0.00,2.00,0.00,0.00,0.00,0.00,0.00
69.0,0.00,2.00,0.00,0.00,0.00,0.00,0.00
