Time_min,Avg_Jam_Length_m,Throughput_veh_per_min,North_Queue,South_Queue,Total_Queue,North_Jam_Length_m,South_Jam_Length_m
1.0,0.17,1.00,5.00,0.00,5.00,0.28,0.00
2.0,0.55,9.00,70.05,0.00,70.05,0.90,0.00
3.0,2.42,18.00,199.12,120.65,319.77,2.05,3.02
4.0,4.25,28.00,517.67,0.00,517.67,6.90,0.00
5.0,8.73,40.00,1175.89,84.20,1260.09,10.03,6.65
6.0,0.77,28.00,0.00,14.70,14.70,0.00,2.00
7.0,2.31,45.00,207.81,1.25,209.06,3.48,0.44
8.0,3.94,50.00,710.49,93.05,803.54,4.81,2.54
9.0,4.19,65.00,285.35,0.39,285.74,6.53,0.44
10.0,5.98,84.00,1006.54,0.15,1006.69,9.71,0.00
11.0,6.30,27.00,986.60,134.47,1121.07,7.14,4.96
12.0,3.03,44.00,252.80,0.00,252.80,4.93,0.00
13.0,5.69,54.00,1025.98,94.95,1120.93,6.44,4.48
14.0,4.95,64.00,1465.22,82.20,1547.42,6.79,2.00
15.0,7.61,79.00,2572.92,1.05,2573.97,12.09,0.44
16.0,7.15,26.00,855.71,85.11,940.82,8.81,4.48
17.0,8.49,50.00,178.60,188.73,367.33,1.90,19.03
18.0,6.42,68.00,603.35,54.55,657.90,8.55,3.02
19.0,8.52,85.00,733.04,398.95,1131.99,9.30,7.27
20.0,8.02,98.00,1803.39,0.00,1803.39,13.03,0.00
21.0,6.00,36.00,770.59,45.05,815.64,7.84,3.04
22.0,5.94,57.00,155.48,231.07,386.55,5.05,7.36
23.0,5.93,79.00,880.98,0.00,880.98,9.64,0.00
24.0,7.77,87.00,1809.97,0.00,1809.97,12.63,0.00
25.0,7.99,97.00,1605.08,123.87,1728.95,11.21,2.84
26.0,10.23,26.00,2863.98,0.00,2863.98,16.63,0.00
27.0,2.31,35.00,0.00,195.88,195.88,0.00,6.00
28.0,2.30,48.00,154.95,0.00,154.95,3.74,0.00
29.0,8.75,64.00,740.00,96.58,836.58,12.72,2.40
30.0,8.57,76.00,1072.20,0.00,1072.20,10.81,4.98
31.0,11.81,37.00,2518.22,5.65,2523.87,18.91,0.44
32.0,5.85,50.00,935.76,88.90,1024.66,7.64,2.98
33.0,8.38,65.00,279.75,516.35,796.10,2.21,18.26
34.0,3.48,73.00,648.80,0.00,648.80,5.65,0.00
35.0,6.18,87.00,895.49,23.63,919.12,7.65,3.82
36.0,5.86,25.00,1906.29,0.00,1906.29,9.53,0.00
37.0,3.43,38.00,495.44,133.66,629.10,2.75,4.50
38.0,5.65,55.00,116.55,508.85,625.40,2.86,10.10
39.0,3.43,75.00,435.91,0.00,435.91,5.58,0.00
40.0,7.18,85.00,1058.45,12.76,1071.21,10.16,2.40
41.0,8.86,29.00,851.90,172.56,1024.46,9.76,7.43
42.0,5.78,39.00,696.65,54.30,750.95,8.39,1.60
43.0,6.27,56.00,97.55,285.14,382.69,4.45,9.19
44.0,6.35,74.00,796.34,0.00,796.34,10.31,0.00
45.0,8.76,95.00,1497.88,8.85,1506.73,13.24,1.60
46.0,9.07,33.00,2174.82,132.80,2307.62,12.11,4.20
47.0,9.95,43.00,3770.10,0.00,3770.10,16.18,0.00
48.0,0.77,50.00,0.00,51.40,51.40,0.00,2.00
49.0,4.51,61.00,115.06,327.75,442.81,3.00,6.92
50.0,6.32,76.00,756.78,0.00,756.78,10.26,0.00
51.0,3.77,15.00,522.15,30.00,552.15,5.23,1.42
52.0,5.12,28.00,1147.75,0.00,1147.75,8.31,0.00
53.0,3.32,45.00,466.90,12.00,478.90,4.39,1.60
54.0,9.45,62.00,785.21,261.48,1046.69,9.93,8.70
55.0,8.89,76.00,1811.41,0.00,1811.41,14.44,0.00
56.0,8.86,27.00,1782.51,30.00,1812.51,13.40,1.60
57.0,12.80,43.00,1535.05,252.36,1787.41,12.14,13.87
58.0,4.43,57.00,812.01,0.00,812.01,7.20,0.00
59.0,2.12,65.00,120.78,190.04,310.82,1.27,3.46
60.0,4.76,77.00,468.93,0.00,468.93,5.88,2.97
61.0,4.42,19.00,891.33,60.30,951.63,6.19,1.60
62.0,6.62,27.00,1491.10,176.23,1667.33,8.85,3.04
63.0,0.00,27.00,0.00,0.00,0.00,0.00,0.00
64.0,0.38,31.00,0.00,35.30,35.30,0.00,1.00
65.0,0.38,31.00,0.00,95.30,95.30,0.00,1.00
66.0,0.00,1.00,0.00,0.00,0.00,0.00,0.00
67.0,0.00,1.00,0.00,0.00,0.00,0.00,0.00
68.0,0.00,1.00,0.00,0.00,0.00,0.00,0.00
69.0,0.00,1.00,0.00,0.00,0.00,0.00,0.00
70.0,0.00,1.00,0.00,0.00,0.00,0.00,0.00
71.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
72.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
73.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
74.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
75.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
76.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
77.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
78.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
79.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
80.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
81.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
82.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
83.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
84.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
85.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
86.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
87.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
88.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
89.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
90.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
91.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
92.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
93.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
94.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
95.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
96.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
97.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
98.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
99.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
