Time_min,Avg_Jam_Length_m,Throughput_veh_per_min,North_Queue,South_Queue,Total_Queue,North_Jam_Length_m,South_Jam_Length_m
1.0,0.17,1.00,7.85,0.00,7.85,0.28,0.00
2.0,0.34,7.00,53.85,0.00,53.85,0.55,0.00
3.0,4.26,20.00,218.25,79.05,297.30,4.64,3.64
4.0,4.25,28.00,686.78,0.00,686.78,6.90,0.00
5.0,8.35,39.00,1389.18,72.21,1461.39,9.65,6.26
6.0,0.34,30.00,0.00,31.81,31.81,0.00,0.88
7.0,3.05,45.00,195.22,1.70,196.92,4.69,0.44
8.0,5.28,51.00,754.57,93.50,848.07,7.00,2.54
9.0,1.82,60.00,192.54,0.00,192.54,2.96,0.00
10.0,4.70,81.00,639.71,0.44,640.15,7.64,0.00
11.0,5.17,25.00,534.14,199.42,733.56,4.46,6.30
12.0,0.75,45.00,46.04,0.00,46.04,1.21,0.00
13.0,6.81,53.00,657.87,171.45,829.32,7.44,5.80
14.0,4.81,62.00,920.94,6.20,927.14,5.51,3.69
15.0,8.59,80.00,1846.57,8.10,1854.67,12.95,1.60
16.0,6.18,25.00,552.22,235.30,787.52,5.80,6.80
17.0,8.52,49.00,183.47,269.57,453.04,2.17,18.68
18.0,5.10,63.00,645.49,19.95,665.44,7.39,1.44
19.0,7.12,80.00,671.30,214.05,885.35,8.36,5.14
20.0,9.29,101.00,1637.39,0.00,1637.39,15.09,0.00
21.0,7.58,31.00,680.59,24.00,704.59,10.32,3.20
22.0,7.75,54.00,289.83,179.50,469.33,5.65,11.11
23.0,4.39,66.00,992.55,0.00,992.55,7.14,0.00
24.0,6.25,74.00,1571.59,0.00,1571.59,10.15,0.00
25.0,5.53,82.00,814.88,101.42,916.30,7.49,2.40
26.0,5.99,22.00,1613.68,0.00,1613.68,9.74,0.00
27.0,3.31,33.00,124.74,130.92,255.66,1.50,6.20
28.0,3.67,47.00,448.88,0.00,448.88,5.96,0.00
29.0,10.68,66.00,1274.70,65.70,1340.40,16.35,1.60
30.0,8.97,77.00,1137.85,0.00,1137.85,11.99,4.14
31.0,12.50,42.00,2766.50,7.45,2773.95,20.04,0.44
32.0,6.91,67.00,1102.10,96.00,1198.10,7.39,6.14
33.0,9.15,75.00,192.10,839.90,1032.00,2.19,20.28
34.0,3.39,84.00,662.72,0.00,662.72,5.51,0.00
35.0,5.69,97.00,1071.12,7.05,1078.17,7.98,2.04
36.0,6.29,28.00,2127.92,0.00,2127.92,10.23,0.00
37.0,3.94,41.00,484.80,91.50,576.30,4.09,3.71
38.0,6.96,60.00,125.75,451.81,577.56,2.16,14.63
39.0,3.61,75.00,591.30,0.00,591.30,5.86,0.00
40.0,6.67,84.00,1265.00,5.55,1270.55,9.84,1.60
41.0,8.79,28.00,1047.88,153.30,1201.18,9.93,6.96
42.0,7.21,37.00,809.79,56.00,865.79,9.78,3.10
43.0,4.80,53.00,101.40,292.33,393.73,3.73,6.52
44.0,6.28,73.00,774.53,0.00,774.53,10.20,0.00
45.0,6.97,87.00,1379.08,27.90,1406.98,9.32,3.20
46.0,10.04,44.00,2074.42,233.40,2307.82,12.13,6.71
47.0,10.49,55.00,3956.42,0.00,3956.42,17.05,0.00
48.0,2.42,64.00,8.58,76.19,84.77,0.28,5.86
49.0,3.04,71.00,109.98,454.19,564.17,1.27,5.86
50.0,4.35,85.00,460.93,0.00,460.93,7.07,0.00
51.0,3.56,14.00,478.20,87.80,566.00,3.90,3.02
52.0,4.52,28.00,995.10,0.00,995.10,7.34,0.00
53.0,4.99,53.00,490.24,14.55,504.79,6.10,3.20
54.0,9.37,65.00,929.73,297.23,1226.96,11.01,6.74
55.0,9.46,80.00,2151.37,0.00,2151.37,15.38,0.00
56.0,12.13,33.00,2111.25,124.85,2236.10,16.51,5.12
57.0,12.50,43.00,1701.44,374.83,2076.27,11.96,13.36
