Time_min,Avg_Jam_Length_m,Throughput_veh_per_min,North_Queue,South_Queue,Total_Queue,North_Jam_Length_m,South_Jam_Length_m
1.0,0.38,1.00,5.60,0.00,5.60,0.62,0.00
2.0,0.77,4.00,98.10,0.00,98.10,1.25,0.00
3.0,0.38,5.00,125.60,0.00,125.60,0.62,0.00
4.0,0.92,11.00,91.45,0.00,91.45,1.49,0.00
5.0,3.52,16.00,258.15,64.50,322.65,2.08,5.82
6.0,0.55,18.00,0.00,39.75,39.75,0.00,1.44
7.0,1.55,24.00,202.15,0.90,203.05,2.51,0.00
8.0,3.31,31.00,580.90,113.05,693.95,3.79,2.54
9.0,1.92,36.00,222.16,0.00,222.16,3.12,0.00
10.0,3.48,44.00,584.66,1.10,585.76,5.38,0.44
11.0,3.36,15.00,492.66,98.64,591.30,3.69,2.84
12.0,2.28,30.00,89.88,0.00,89.88,3.71,0.00
13.0,4.23,33.00,674.61,0.00,674.61,6.88,0.00
14.0,1.87,35.00,654.00,0.00,654.00,3.04,0.00
15.0,4.72,42.00,1400.88,0.00,1400.88,7.68,0.00
16.0,2.55,13.00,316.60,64.20,380.80,2.51,2.60
17.0,1.85,23.00,165.65,72.20,237.85,0.90,3.36
18.0,4.09,30.00,494.50,1.00,495.50,6.03,1.00
19.0,2.49,34.00,244.80,88.70,333.50,3.15,1.44
20.0,4.11,47.00,513.54,0.00,513.54,6.68,0.00
21.0,4.09,18.00,425.82,55.23,481.05,4.15,4.00
22.0,5.67,33.00,22.10,427.43,449.53,0.62,13.73
23.0,0.93,38.00,209.35,0.00,209.35,1.51,0.00
24.0,1.74,42.00,429.70,0.00,429.70,2.83,0.00
25.0,1.19,44.00,302.45,0.00,302.45,1.94,0.00
26.0,2.55,9.00,502.45,0.00,502.45,4.14,0.00
27.0,0.55,14.00,0.00,33.11,33.11,0.00,1.44
28.0,0.77,18.00,72.90,0.00,72.90,1.25,0.00
29.0,3.77,26.00,348.89,22.85,371.74,5.85,0.44
30.0,3.36,32.00,801.64,0.00,801.64,4.91,0.88
31.0,5.85,27.00,1621.72,0.00,1621.72,9.51,0.00
32.0,2.75,38.00,337.48,73.29,410.77,2.98,2.40
33.0,2.96,43.00,90.31,407.19,497.50,1.49,5.32
34.0,0.92,44.00,228.31,0.00,228.31,1.49,0.00
35.0,1.67,47.00,332.24,0.00,332.24,2.71,0.00
36.0,3.05,14.00,663.19,0.00,663.19,4.96,0.00
37.0,3.12,18.00,626.19,0.00,626.19,5.06,0.00
38.0,2.52,26.00,167.45,9.52,176.97,3.81,0.44
39.0,4.25,33.00,652.28,0.00,652.28,6.90,0.00
40.0,7.55,46.00,1396.18,6.30,1402.48,11.26,1.60
41.0,10.40,20.00,1268.60,176.11,1444.71,10.38,10.45
42.0,2.31,24.00,456.40,0.00,456.40,3.75,0.00
43.0,3.42,34.00,85.35,117.38,202.73,2.50,4.90
44.0,2.90,46.00,461.45,0.00,461.45,4.71,0.00
45.0,3.05,52.00,733.65,4.60,738.25,4.34,1.00
46.0,3.80,14.00,715.53,116.60,832.13,4.04,3.42
47.0,3.60,19.00,1370.45,0.00,1370.45,5.85,0.00
48.0,1.40,24.00,29.85,13.50,43.35,1.27,1.60
49.0,1.95,26.00,149.85,253.50,403.35,1.27,3.02
50.0,1.33,30.00,378.60,0.00,378.60,2.16,0.00
51.0,0.55,7.00,258.75,0.00,258.75,0.89,0.00
52.0,1.14,9.00,473.93,0.00,473.93,1.85,0.00
53.0,1.94,20.00,102.40,4.95,107.35,2.15,1.60
54.0,4.82,27.00,325.62,107.40,433.02,5.84,3.20
55.0,4.98,35.00,839.17,0.00,839.17,8.09,0.00
56.0,5.97,17.00,895.89,30.00,925.89,8.71,1.60
57.0,5.78,22.00,789.95,74.65,864.60,6.83,4.10
58.0,2.46,30.00,560.30,0.00,560.30,4.00,0.00
59.0,1.47,32.00,153.29,0.00,153.29,2.39,0.00
60.0,2.66,35.00,447.09,0.00,447.09,4.33,0.00
61.0,2.83,5.00,879.09,19.40,898.49,4.33,0.44
62.0,2.28,10.00,620.97,65.30,686.27,2.44,2.04
63.0,0.00,10.00,0.00,0.00,0.00,0.00,0.00
64.0,0.93,12.00,0.00,99.40,99.40,0.00,2.42
65.0,0.93,12.00,0.00,309.40,309.40,0.00,2.42
66.0,0.00,2.00,0.00,0.00,0.00,0.00,0.00
67.0,0.00,2.00,0.00,0.00,0.00,0.00,0.00
68.0,0.00,2.00,0.00,0.00,0.00,0.00,0.00
69.0,0.00,2.00,0.00,0.00,0.00,0.00,0.00
