Time_min,Avg_Jam_Length_m,Throughput_veh_per_min,North_Queue,South_Queue,Total_Queue,North_Jam_Length_m,South_Jam_Length_m
1.0,0.62,1.00,14.85,0.00,14.85,1.00,0.00
2.0,0.95,4.00,118.03,0.00,118.03,1.55,0.00
3.0,0.62,5.00,194.85,0.00,194.85,1.00,0.00
4.0,1.90,11.00,129.40,10.65,140.05,2.81,0.44
5.0,2.63,17.00,411.10,0.00,411.10,4.28,0.00
6.0,0.55,14.00,89.50,0.21,89.71,0.89,0.00
7.0,2.33,21.00,377.80,62.11,439.91,2.89,1.44
8.0,2.52,24.00,763.30,23.65,786.95,3.83,0.44
9.0,0.17,31.00,13.00,0.00,13.00,0.28,0.00
10.0,1.91,39.00,173.30,0.15,173.45,3.10,0.00
11.0,1.48,14.00,181.48,0.00,181.48,2.40,0.00
12.0,2.61,25.00,290.18,0.00,290.18,4.24,0.00
13.0,4.68,28.00,856.66,0.00,856.66,7.61,0.00
14.0,1.35,30.00,331.40,0.00,331.40,2.19,0.00
15.0,3.82,37.00,746.86,30.30,777.16,5.59,1.00
16.0,1.23,12.00,198.15,0.00,198.15,2.00,0.00
17.0,2.52,27.00,386.85,0.00,386.85,4.10,0.00
18.0,4.48,32.00,924.90,0.00,924.90,7.29,0.00
19.0,2.10,35.00,547.65,0.00,547.65,3.41,0.00
20.0,3.62,48.00,908.64,17.38,926.02,4.38,2.40
21.0,2.04,18.00,274.60,31.95,306.55,2.76,0.88
22.0,2.28,32.00,52.00,66.91,118.91,1.62,3.34
23.0,2.15,37.00,255.70,76.40,332.10,2.25,2.00
24.0,2.19,41.00,476.20,0.00,476.20,3.56,0.00
25.0,1.81,43.00,602.50,0.00,602.50,2.94,0.00
26.0,2.93,10.00,848.41,0.00,848.41,4.76,0.00
27.0,1.38,17.00,23.70,88.65,112.35,0.62,2.60
28.0,1.94,22.00,194.67,60.90,255.57,2.15,1.60
29.0,4.15,30.00,546.88,0.00,546.88,6.75,0.00
30.0,2.81,36.00,695.71,0.00,695.71,4.56,0.00
31.0,4.75,22.00,1402.21,101.10,1503.31,6.46,2.00
32.0,1.33,34.00,161.43,19.65,181.08,1.16,1.60
33.0,1.30,39.00,108.03,0.00,108.03,2.11,0.00
34.0,2.42,40.00,343.07,0.00,343.07,3.93,0.00
35.0,1.67,44.00,394.65,0.00,394.65,2.71,0.00
36.0,2.64,13.00,707.25,0.00,707.25,4.30,0.00
37.0,1.86,17.00,434.45,0.00,434.45,3.03,0.00
38.0,1.62,25.00,116.45,0.00,116.45,2.62,0.00
39.0,3.07,32.00,498.05,0.00,498.05,4.99,0.00
40.0,4.02,44.00,708.85,0.00,708.85,6.53,0.00
41.0,4.76,15.00,665.40,63.45,728.85,4.91,4.52
42.0,0.00,17.00,0.00,0.00,0.00,0.00,0.00
43.0,2.35,28.00,71.10,126.10,197.20,1.62,3.50
44.0,3.12,38.00,510.09,0.00,510.09,5.06,0.00
45.0,4.40,47.00,1014.49,69.15,1083.64,6.15,1.60
46.0,3.80,17.00,1272.79,0.00,1272.79,6.18,0.00
47.0,4.72,20.00,1926.79,54.78,1981.57,6.18,2.40
48.0,0.55,24.00,60.65,0.00,60.65,0.90,0.00
49.0,1.17,28.00,193.10,0.00,193.10,1.90,0.00
50.0,3.67,32.00,571.71,0.00,571.71,5.97,0.00
51.0,0.17,10.00,35.52,0.00,35.52,0.28,0.00
52.0,1.67,14.00,213.90,0.00,213.90,2.71,0.00
53.0,2.31,27.00,258.88,16.05,274.93,2.75,1.60
54.0,4.48,37.00,426.30,0.00,426.30,7.28,0.00
55.0,5.05,43.00,1047.20,0.00,1047.20,8.21,0.00
56.0,4.62,19.00,929.90,12.55,942.45,7.24,0.44
57.0,4.36,26.00,517.15,79.95,597.10,4.15,4.70
58.0,1.40,35.00,133.20,0.00,133.20,2.27,0.00
59.0,0.78,37.00,124.50,0.00,124.50,1.27,0.00
60.0,2.52,40.00,299.05,0.00,299.05,4.10,0.00
61.0,1.91,6.00,421.00,0.00,421.00,3.10,0.00
62.0,2.09,11.00,496.85,0.00,496.85,3.39,0.00
63.0,0.00,11.00,0.00,0.00,0.00,0.00,0.00
64.0,0.00,13.00,0.00,0.00,0.00,0.00,0.00
65.0,0.00,13.00,0.00,0.00,0.00,0.00,0.00
66.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
67.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
68.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
69.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
70.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
71.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
72.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
73.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
74.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
75.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
76.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
77.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
78.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
79.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
80.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
81.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
82.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
83.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
84.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
