Time_min,Avg_Jam_Length_m,Throughput_veh_per_min,North_Queue,South_Queue,Total_Queue,North_Jam_Length_m,South_Jam_Length_m
1.0,0.38,1.00,10.50,0.00,10.50,0.62,0.00
2.0,0.72,4.00,90.15,0.00,90.15,1.18,0.00
3.0,0.38,5.00,130.50,0.00,130.50,0.62,0.00
4.0,2.40,11.00,154.21,32.70,186.91,2.90,1.60
5.0,2.69,20.00,424.46,0.00,424.46,4.38,0.00
6.0,0.62,14.00,66.75,0.00,66.75,1.00,0.00
7.0,2.48,21.00,319.60,137.10,456.70,2.51,2.42
8.0,4.09,28.00,803.70,67.95,871.65,5.65,1.60
9.0,1.81,35.00,205.90,0.00,205.90,2.94,0.00
10.0,2.62,44.00,499.60,0.15,499.75,4.25,0.00
11.0,2.53,17.00,431.58,0.70,432.28,3.84,0.44
12.0,2.76,26.00,218.84,0.00,218.84,4.49,0.00
13.0,5.08,31.00,784.04,0.00,784.04,8.25,0.00
14.0,1.51,33.00,397.65,0.00,397.65,2.45,0.00
15.0,4.74,40.00,977.46,29.00,1006.46,7.08,1.00
16.0,1.40,12.00,185.40,0.00,185.40,2.27,0.00
17.0,3.88,24.00,360.60,137.75,498.35,3.48,4.52
18.0,2.86,31.00,782.60,0.00,782.60,4.65,0.00
19.0,1.48,34.00,359.15,0.00,359.15,2.41,0.00
20.0,4.22,47.00,633.98,11.70,645.68,5.85,1.60
21.0,2.25,18.00,101.83,26.65,128.48,2.39,2.04
22.0,1.59,32.00,26.25,74.30,100.55,1.00,2.54
23.0,1.78,37.00,192.30,54.95,247.25,2.00,1.44
24.0,2.35,41.00,389.46,0.00,389.46,3.81,0.00
25.0,1.73,43.00,445.41,0.00,445.41,2.81,0.00
26.0,2.83,9.00,671.97,0.00,671.97,4.60,0.00
27.0,1.62,16.00,23.70,53.40,77.10,0.62,3.20
28.0,1.94,21.00,194.57,60.90,255.47,2.15,1.60
29.0,4.15,29.00,546.56,0.00,546.56,6.75,0.00
30.0,2.81,35.00,695.55,0.00,695.55,4.56,0.00
31.0,5.08,25.00,1432.30,102.00,1534.30,7.01,2.00
32.0,0.51,36.00,117.49,0.00,117.49,0.83,0.00
33.0,2.01,42.00,146.48,14.30,160.78,2.99,0.44
34.0,2.65,43.00,451.43,0.00,451.43,4.30,0.00
35.0,1.53,47.00,379.82,4.20,384.02,1.49,1.60
36.0,1.85,15.00,604.47,0.00,604.47,3.01,0.00
37.0,1.32,19.00,207.91,0.00,207.91,2.14,0.00
38.0,1.69,27.00,122.20,0.00,122.20,2.75,0.00
39.0,4.19,38.00,517.52,49.40,566.92,6.19,1.00
40.0,4.16,46.00,713.59,0.00,713.59,6.76,0.00
41.0,4.71,18.00,992.64,68.91,1061.55,6.40,2.00
42.0,0.00,20.00,0.00,0.00,0.00,0.00,0.00
43.0,2.88,30.00,68.00,159.06,227.06,1.62,4.90
44.0,2.90,40.00,454.85,0.00,454.85,4.71,0.00
45.0,4.41,47.00,710.85,205.35,916.20,4.34,4.52
46.0,3.18,17.00,886.93,0.00,886.93,5.18,0.00
47.0,4.54,20.00,1607.93,35.10,1643.03,6.38,1.60
48.0,1.09,25.00,110.29,0.00,110.29,1.77,0.00
49.0,1.71,27.00,314.74,0.00,314.74,2.77,0.00
50.0,3.94,33.00,751.72,0.00,751.72,6.40,0.00
51.0,0.62,10.00,154.50,0.00,154.50,1.00,0.00
52.0,1.00,12.00,278.40,0.00,278.40,1.62,0.00
53.0,1.38,20.00,95.90,16.65,112.55,1.25,1.60
54.0,3.96,30.00,326.50,0.00,326.50,6.44,0.00
55.0,4.54,35.00,889.80,0.00,889.80,7.38,0.00
56.0,4.40,14.00,854.47,10.20,864.67,6.88,0.44
57.0,3.28,21.00,247.54,58.70,306.24,2.40,4.70
58.0,1.00,29.00,126.95,0.00,126.95,1.62,0.00
59.0,1.62,31.00,213.30,0.00,213.30,2.62,0.00
60.0,2.36,34.00,467.62,0.00,467.62,3.84,0.00
61.0,1.75,6.00,478.87,0.00,478.87,2.84,0.00
62.0,1.34,11.00,330.72,0.00,330.72,2.18,0.00
63.0,0.00,11.00,0.00,0.00,0.00,0.00,0.00
64.0,0.00,14.00,0.00,0.00,0.00,0.00,0.00
65.0,0.00,14.00,0.00,0.00,0.00,0.00,0.00
66.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
67.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
68.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
69.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
70.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
71.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
72.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
73.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
74.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
75.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
76.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
77.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
78.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
79.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
80.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
