Time_min,Avg_Jam_Length_m,Throughput_veh_per_min,North_Queue,South_Queue,Total_Queue,North_Jam_Length_m,South_Jam_Length_m
1.0,0.55,1.00,26.00,0.00,26.00,0.89,0.00
2.0,2.08,7.00,226.68,0.00,226.68,3.39,0.00
3.0,2.55,18.00,453.40,49.25,502.65,2.51,2.60
4.0,4.77,28.00,509.05,32.70,541.75,6.75,1.60
5.0,6.08,40.00,1169.45,0.00,1169.45,9.88,0.00
6.0,1.32,24.00,97.70,0.00,97.70,2.14,0.00
7.0,5.06,38.00,632.08,131.80,763.88,5.73,4.00
8.0,5.33,44.00,1369.88,67.95,1437.83,7.66,1.60
9.0,2.37,56.00,180.60,0.45,181.05,3.57,0.44
10.0,4.97,75.00,610.95,0.15,611.10,8.07,0.00
11.0,3.32,22.00,554.50,13.10,567.60,4.76,1.00
12.0,3.04,40.00,311.50,0.00,311.50,4.94,0.00
13.0,5.65,46.00,1090.88,49.50,1140.38,8.30,1.42
14.0,3.72,54.00,1058.61,0.00,1058.61,6.05,0.00
15.0,7.11,67.00,2038.47,46.65,2085.12,10.55,1.60
16.0,3.35,19.00,332.81,13.20,346.01,4.44,1.60
17.0,8.66,43.00,255.13,367.41,622.54,5.73,13.35
18.0,6.48,53.00,826.46,52.20,878.66,8.90,2.60
19.0,4.19,71.00,357.03,33.30,390.33,5.81,1.60
20.0,6.51,89.00,969.92,27.50,997.42,8.99,2.54
21.0,9.38,31.00,812.40,178.40,990.80,9.33,9.47
22.0,3.84,56.00,251.28,64.90,316.18,3.34,4.64
23.0,5.88,70.00,790.93,174.85,965.78,5.69,6.20
24.0,5.74,78.00,1523.88,0.00,1523.88,9.32,0.00
25.0,3.90,87.00,1495.21,29.48,1524.69,5.79,0.88
26.0,4.52,20.00,2207.01,0.00,2207.01,7.35,0.00
27.0,3.04,30.00,168.74,87.94,256.68,3.31,2.60
28.0,5.43,43.00,662.23,60.90,723.13,7.46,2.17
29.0,8.99,64.00,1536.33,0.00,1536.33,14.61,0.00
30.0,5.31,77.00,1250.10,0.00,1250.10,8.63,0.00
31.0,9.85,29.00,2380.75,127.15,2507.90,14.16,2.94
32.0,3.97,53.00,656.95,29.04,685.99,4.95,2.40
33.0,3.64,63.00,604.82,63.70,668.52,4.29,2.60
34.0,5.48,71.00,1270.34,0.00,1270.34,8.90,0.00
35.0,3.61,85.00,910.43,0.00,910.43,5.87,0.00
36.0,6.33,25.00,1792.00,0.00,1792.00,10.29,0.00
37.0,2.78,40.00,559.36,43.50,602.86,3.98,0.88
38.0,3.60,56.00,277.40,0.00,277.40,5.85,0.00
39.0,5.86,69.00,758.98,100.60,859.58,7.64,3.02
40.0,6.42,84.00,1005.57,0.00,1005.57,10.43,0.00
41.0,4.00,29.00,664.89,20.60,685.49,5.60,1.44
42.0,2.09,38.00,291.80,54.30,346.10,2.40,1.60
43.0,4.65,58.00,235.94,133.10,369.04,4.99,4.10
44.0,7.78,75.00,1127.24,0.00,1127.24,12.64,0.00
45.0,8.55,98.00,1278.89,98.78,1377.67,11.18,4.34
46.0,6.65,34.00,2048.74,0.00,2048.74,10.80,0.00
47.0,9.76,41.00,3443.46,35.70,3479.16,14.86,1.60
48.0,4.63,54.00,176.24,0.00,176.24,7.52,0.00
49.0,7.93,61.00,997.94,89.00,1086.94,11.63,2.00
50.0,12.90,76.00,2238.72,0.00,2238.72,20.96,0.00
51.0,2.40,23.00,356.58,0.00,356.58,3.90,0.00
52.0,3.90,31.00,872.82,0.00,872.82,6.34,0.00
53.0,3.56,50.00,325.55,60.43,385.98,3.29,4.00
54.0,6.41,65.00,862.01,0.00,862.01,10.41,0.00
55.0,9.13,80.00,2103.31,0.00,2103.31,14.83,0.00
56.0,9.47,32.00,1601.02,11.15,1612.17,15.12,0.44
57.0,6.42,44.00,1409.86,115.55,1525.41,8.08,3.78
58.0,1.50,52.00,139.42,0.00,139.42,2.44,0.00
59.0,3.14,68.00,137.75,272.40,410.15,3.85,2.00
60.0,4.25,76.00,604.13,0.00,604.13,6.91,0.00
61.0,5.00,18.00,1008.80,0.00,1008.80,8.13,0.00
62.0,4.50,27.00,1334.82,0.00,1334.82,7.31,0.00
63.0,0.00,27.00,0.00,0.00,0.00,0.00,0.00
64.0,0.00,30.00,0.00,0.00,0.00,0.00,0.00
65.0,0.00,30.00,0.00,0.00,0.00,0.00,0.00
66.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
67.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
68.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
69.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
70.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
71.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
72.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
73.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
74.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
75.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
76.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
77.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
78.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
79.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
80.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
81.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
82.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
83.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
84.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
85.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
86.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
87.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
88.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
89.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
90.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
91.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
92.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
93.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
94.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
95.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
96.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
97.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
98.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
99.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
100.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
101.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
102.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
103.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
104.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
105.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
106.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
107.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
108.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
109.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
110.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
111.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
112.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
113.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
114.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
115.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
116.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
117.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
118.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
119.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
120.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
