Time_min,Avg_Jam_Length_m,Throughput_veh_per_min,North_Queue,South_Queue,Total_Queue,North_Jam_Length_m,South_Jam_Length_m
1.0,1.00,4.00,28.25,0.00,28.25,1.62,0.00
2.0,2.64,15.00,274.38,0.00,274.38,4.29,0.00
3.0,5.01,26.00,573.95,64.85,638.80,5.64,4.00
4.0,9.74,52.00,865.90,32.70,898.60,14.83,1.60
5.0,12.43,69.00,2556.02,0.00,2556.02,20.20,0.00
6.0,2.66,40.00,117.80,0.00,117.80,4.33,0.00
7.0,7.66,61.00,661.52,130.00,791.52,8.58,6.20
8.0,7.56,69.00,1713.02,24.25,1737.27,12.01,0.44
9.0,7.55,91.00,1481.09,2.55,1483.64,11.27,1.60
10.0,10.85,112.00,2977.38,10.65,2988.03,16.64,1.60
11.0,4.15,45.00,843.19,5.25,848.44,5.85,1.44
12.0,4.67,70.00,385.08,0.00,385.08,7.59,0.00
13.0,10.46,82.00,1574.65,132.15,1706.80,15.11,3.02
14.0,5.84,102.00,1076.04,42.90,1118.94,7.99,2.40
15.0,11.85,132.00,2398.49,87.38,2485.87,16.89,3.78
16.0,6.89,46.00,747.89,18.26,766.15,9.69,2.40
17.0,13.16,74.00,576.17,338.99,915.16,13.53,12.55
18.0,12.46,101.00,1841.75,56.00,1897.75,18.66,2.54
19.0,8.59,119.00,1414.37,16.85,1431.22,13.69,0.44
20.0,12.75,146.00,2549.92,78.21,2628.13,17.31,5.44
21.0,10.23,40.00,540.00,350.43,890.43,8.89,12.37
22.0,8.02,69.00,459.17,120.85,580.02,8.91,6.60
23.0,12.28,95.00,1633.06,185.53,1818.59,14.46,8.78
24.0,11.63,115.00,1929.52,5.55,1935.07,17.90,1.60
25.0,6.45,126.00,1513.36,33.35,1546.71,9.58,1.44
26.0,8.87,29.00,2422.41,0.00,2422.41,14.42,0.00
27.0,4.14,44.00,109.76,216.43,326.19,2.46,6.82
28.0,7.30,69.00,775.47,20.60,796.07,11.59,0.44
29.0,11.83,91.00,2072.29,0.00,2072.29,19.22,0.00
30.0,8.87,108.00,1637.22,0.00,1637.22,14.41,0.00
31.0,13.79,44.00,3188.37,202.65,3391.02,18.99,5.46
32.0,5.45,74.00,698.80,19.65,718.45,7.86,1.60
33.0,9.63,91.00,720.30,425.95,1146.25,8.58,11.31
34.0,12.56,102.00,1818.69,64.20,1882.89,18.83,2.54
35.0,4.85,125.00,911.34,0.00,911.34,7.89,0.00
36.0,6.75,33.00,1872.64,0.60,1873.24,10.70,0.44
37.0,1.74,48.00,180.24,48.75,228.99,1.83,1.60
38.0,4.87,73.00,328.37,0.00,328.37,7.91,0.00
39.0,9.95,97.00,1409.17,122.57,1531.74,12.99,5.08
40.0,9.91,115.00,2450.28,30.10,2480.38,15.48,1.00
41.0,11.53,41.00,2216.20,81.76,2297.96,12.31,10.27
42.0,3.48,56.00,311.50,65.05,376.55,3.45,3.52
43.0,7.09,78.00,146.35,284.65,431.00,4.78,10.79
44.0,5.96,101.00,769.78,0.00,769.78,9.69,0.00
45.0,11.46,139.00,1385.04,140.55,1525.59,15.32,5.30
46.0,9.00,53.00,2176.94,11.40,2188.34,14.35,0.44
47.0,11.40,65.00,3978.71,19.10,3997.81,18.25,0.44
48.0,3.04,90.00,194.25,0.00,194.25,4.94,0.00
49.0,9.49,108.00,810.42,178.47,988.89,11.16,6.80
50.0,15.98,128.00,2431.72,22.44,2454.16,24.46,2.40
51.0,5.99,40.00,1273.04,0.00,1273.04,9.74,0.00
52.0,8.73,57.00,2434.13,17.49,2451.62,12.85,2.14
53.0,4.24,78.00,400.05,34.70,434.75,5.40,2.38
54.0,9.70,100.00,1079.26,71.43,1150.69,14.43,2.14
55.0,10.58,122.00,2413.11,78.80,2491.91,15.91,2.04
56.0,10.85,44.00,1381.53,41.94,1423.47,15.55,3.34
57.0,8.75,58.00,1430.21,20.28,1450.49,10.16,6.49
58.0,2.72,71.00,510.55,0.00,510.55,4.41,0.00
59.0,5.18,88.00,335.40,221.85,557.25,6.06,3.78
