Time_min,Avg_Jam_Length_m,Throughput_veh_per_min,North_Queue,South_Queue,Total_Queue,North_Jam_Length_m,South_Jam_Length_m
1.0,0.38,1.00,13.70,0.00,13.70,0.62,0.00
2.0,0.72,7.00,91.45,0.00,91.45,1.18,0.00
3.0,3.85,20.00,284.32,71.55,355.87,4.99,2.04
4.0,4.86,28.00,687.10,32.70,719.80,6.90,1.60
5.0,5.94,41.00,1389.40,0.00,1389.40,9.65,0.00
6.0,1.62,26.00,130.55,0.00,130.55,2.62,0.00
7.0,5.50,39.00,586.66,170.64,757.30,5.88,4.90
8.0,5.95,46.00,1184.36,68.22,1252.58,8.40,2.04
9.0,2.36,60.00,72.45,1.95,74.40,2.84,1.60
10.0,2.76,78.00,369.69,0.44,370.13,4.49,0.00
11.0,2.50,26.00,421.76,9.70,431.46,3.44,1.00
12.0,2.82,43.00,178.24,0.00,178.24,4.58,0.00
13.0,5.65,50.00,868.96,70.50,939.46,8.30,1.42
14.0,3.18,59.00,911.59,0.00,911.59,5.18,0.00
15.0,6.03,75.00,1768.35,34.00,1802.35,9.18,1.00
16.0,2.63,23.00,153.66,13.20,166.86,3.28,1.60
17.0,3.62,46.00,180.60,218.39,398.99,2.84,4.86
18.0,4.60,59.00,598.98,51.87,650.85,6.20,2.04
19.0,3.86,74.00,461.50,20.45,481.95,6.00,0.44
20.0,7.32,94.00,1263.13,25.30,1288.43,11.04,1.38
21.0,5.68,29.00,618.11,71.10,689.21,7.01,3.54
22.0,3.84,45.00,208.32,85.95,294.27,3.34,4.64
23.0,6.59,59.00,728.22,249.75,977.97,6.14,7.33
24.0,5.30,68.00,952.57,0.00,952.57,8.61,0.00
25.0,3.87,77.00,1053.15,68.25,1121.40,5.29,1.60
26.0,4.57,20.00,1605.55,0.00,1605.55,7.43,0.00
27.0,3.36,31.00,114.45,52.25,166.70,2.31,5.04
28.0,4.08,45.00,484.12,21.70,505.82,6.36,0.44
29.0,8.56,59.00,1218.27,0.00,1218.27,13.91,0.00
30.0,5.69,74.00,923.80,0.00,923.80,9.24,0.00
31.0,10.01,27.00,1977.13,104.25,2081.38,14.04,3.56
32.0,3.04,48.00,462.75,8.45,471.20,4.66,0.44
33.0,4.57,57.00,425.50,137.70,563.20,4.86,4.10
34.0,6.22,63.00,1109.76,0.00,1109.76,10.11,0.00
35.0,5.08,77.00,626.57,0.00,626.57,8.25,0.00
36.0,5.51,25.00,1343.97,1.45,1345.42,8.68,0.44
37.0,4.38,37.00,493.89,128.70,622.59,5.13,3.20
38.0,3.98,51.00,356.15,0.00,356.15,6.48,0.00
39.0,7.96,65.00,1259.64,154.83,1414.47,10.23,4.34
40.0,3.48,75.00,1243.90,0.00,1243.90,5.65,0.00
41.0,4.92,22.00,476.47,25.45,501.92,4.43,5.72
42.0,1.23,32.00,9.15,54.30,63.45,1.00,1.60
43.0,3.18,46.00,222.36,72.55,294.91,4.26,1.44
44.0,6.33,68.00,876.55,0.00,876.55,10.29,0.00
45.0,3.92,87.00,988.91,21.05,1009.96,6.10,0.44
46.0,8.43,33.00,1407.13,0.00,1407.13,13.70,0.00
47.0,11.50,45.00,2920.93,120.14,3041.07,16.92,2.84
48.0,4.34,57.00,1207.75,0.00,1207.75,7.05,0.00
49.0,5.31,62.00,528.56,81.45,610.01,7.63,1.60
50.0,11.25,78.00,1452.98,0.00,1452.98,18.28,0.00
51.0,1.81,23.00,412.45,0.00,412.45,2.94,0.00
52.0,3.83,33.00,970.28,0.00,970.28,6.23,0.00
53.0,5.27,53.00,263.43,127.65,391.08,2.40,9.85
54.0,5.68,66.00,538.85,0.00,538.85,9.23,0.00
55.0,7.39,81.00,1495.08,0.00,1495.08,12.02,0.00
56.0,10.24,32.00,1470.00,30.00,1500.00,15.64,1.60
57.0,8.79,41.00,1375.90,132.05,1507.95,9.45,7.74
58.0,2.81,54.00,327.54,0.00,327.54,4.56,0.00
59.0,3.67,67.00,363.79,51.20,414.99,4.71,2.00
60.0,5.95,75.00,969.39,0.00,969.39,9.66,0.00
61.0,4.33,19.00,975.75,0.00,975.75,7.04,0.00
62.0,3.63,28.00,1169.90,0.00,1169.90,5.90,0.00
63.0,0.00,28.00,0.00,0.00,0.00,0.00,0.00
64.0,0.00,32.00,0.00,0.00,0.00,0.00,0.00
65.0,0.00,32.00,0.00,0.00,0.00,0.00,0.00
66.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
67.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
68.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
69.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
70.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
71.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
72.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
73.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
74.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
75.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
76.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
77.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
78.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
79.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
80.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
81.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
82.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
83.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
84.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
85.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
86.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
87.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
88.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
89.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
90.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
91.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
