Step,Reward,Loss,Epsilon,
22700,-0.9095,1.467993379,0.001,
22800,0,1.247937322,0.001,
22900,0,1.169214249,0.001,
23000,0,0.434097111,0.001,
23100,-1.8973,0.965471029,0.001,
23200,0,0.591323733,0.001,
23300,0,1.471156836,0.001,
23400,-1.11075,0.428014398,0.001,
23500,0,0.637953401,0.001,
23600,0,0.753043652,0.001,
23700,-1.0776,0.746767759,0.001,
23800,0,0.966292024,0.001,
23900,0,0.917090535,0.001,
24000,-1.0567,0.412669271,0.001,
24100,0,0.684130073,0.001,
24200,-1.6223,0.956097424,0.001,
24300,0,1.497338772,0.001,
24400,0,1.155741215,0.001,
24500,0,0.896867633,0.001,
24600,-1.00815,0.480906367,0.001,
24700,0,0.42897895,0.001,
24800,0,0.402409822,0.001,
24900,-0.6706,0.383112729,0.001,
25000,0,0.282074571,0.001,
25100,0,0.94403398,0.001,
25200,0,0.504808605,0.001,
25300,-0.17235,0.68916589,0.001,
25400,0,0.746819198,0.001,
25500,0,1.644993067,0.001,
25600,-0.96125,0.83506,0.001,
25700,0,0.386875391,0.001,
25800,-1.8881,0.882337093,0.001,
25900,0,1.5972085,0.001,
26000,0,1.06946063,0.001,
26100,0,0.362009823,0.001,
26200,0,0.622377098,0.001,
26300,0,0.940596581,0.001,
26400,-4.9985,0.338130832,0.001,
26500,0,0.650242984,0.001,
26600,0,1.103843331,0.001,
26700,0,0.537504852,0.001,
26800,-3.35645,0.35112083,0.001,
26900,0,0.825612843,0.001,
27000,0,0.602273464,0.001,
27100,0,0.827133298,0.001,
27200,0,0.758812189,0.001,
27300,0,0.275002182,0.001,
27400,-3.5561,0.345227122,0.001,
27500,0,1.357470989,0.001,
27600,0,0.403590262,0.001,
27700,-2.42355,0.587602139,0.001,
27800,0,1.208438158,0.001,
27900,0,0.419812739,0.001,
28000,-3.7087,0.869209349,0.001,
28100,0,1.079949141,0.001,
28200,0,0.641887307,0.001,
28300,0,0.271747947,0.001,
28400,0,0.459692478,0.001,
28500,0,0.767075539,0.001,
28600,-4.12335,0.785335183,0.001,
28700,0,0.716631591,0.001,
28800,0,0.715406895,0.001,
28900,0,0.891764402,0.001,
29000,-2.114,0.269765586,0.001,
29100,0,0.325559258,0.001,
29200,0,0.646952152,0.001,
29300,0,0.507745206,0.001,
29400,0,0.747431874,0.001,
29500,0,0.894448161,0.001,
29600,-0.89825,0.242120698,0.001,
29700,0,0.325564384,0.001,
29800,0,0.181093335,0.001,
29900,-1.18575,0.502267659,0.001,
30000,0,0.520243883,0.001,
30100,-1.58975,0.225171432,0.001,
30200,0,0.300050497,0.001,
30300,-0.55575,0.424755394,0.001,
30400,0,0.908354342,0.001,
30500,0,1.208263755,0.001,
30600,0,0.359923661,0.001,
30700,0,0.903041005,0.001,
30800,0,0.350192398,0.001,
30900,0,0.286012053,0.001,
31000,0,1.074671507,0.001,
31100,0,0.340711653,0.001,
31200,0,0.663101077,0.001,
31300,0,0.21151945,0.001,
31400,0,0.584355175,0.001,
31500,-2.46525,0.780522704,0.001,
31600,0,0.366713941,0.001,
31700,-0.589,0.2864604,0.001,
31800,0,0.647384167,0.001,
31900,-0.96925,0.888363779,0.001,
32000,0,0.238357097,0.001,
32100,-1.94825,0.699834764,0.001,
32200,0,0.905965686,0.001,
32300,-2.40875,0.282869399,0.001,
32400,0,0.238863528,0.001,
32500,0,1.066511393,0.001,
32600,0,0.346135348,0.001,
32700,0,0.750500321,0.001,
32800,0,0.215748444,0.001,
32900,0,0.650710285,0.001,
33000,0,0.448479027,0.001,
33100,0,0.754041731,0.001,
33200,0,0.687082469,0.001,
33300,0,0.456587195,0.001,
33400,0,0.298093498,0.001,
33500,-8.01685,0.267445207,0.001,
33600,0,0.791612864,0.001,
33700,-1.54725,0.746133029,0.001,
33800,0,0.749216676,0.001,
33900,0,0.470598787,0.001,
34000,0,0.62127465,0.001,
34100,0,0.263892472,0.001,
34200,0,1.336577892,0.001,
34300,0,0.189628929,0.001,
34400,0,0.460653752,0.001,
34500,0,0.431851208,0.001,
34600,-5.88325,0.524011374,0.001,
34700,0,0.466699809,0.001,
34800,-7.57625,0.608761787,0.001,
34900,0,0.680138409,0.001,
35000,-5.457,0.69444567,0.001,
35100,0,0.605339646,0.001,
35200,0,0.672101676,0.001,
35300,0,0.632478058,0.001,
35400,0,0.981155872,0.001,
35500,0,0.313106865,0.001,
35600,0,0.438402236,0.001,
35700,0,0.485289037,0.001,
35800,0,1.349324703,0.001,
35900,0,0.741813242,0.001,
36000,0,0.397118628,0.001,
36100,0,0.360243887,0.001,
36200,-20.11295,0.968523562,0.001,
36300,0,2.033126354,0.001,
36400,-12.21625,1.441062689,0.001,
36500,0,0.718959033,0.001,
36600,0,0.784931958,0.001,
36700,0,1.553040266,0.001,
36800,0,0.505625129,0.001,
36900,0,0.158312619,0.001,
37000,0,0.657082081,0.001,
37100,0,0.344501674,0.001,
37200,0,0.368734837,0.001,
37300,-13.1568,0.620128989,0.001,
37400,0,0.830554366,0.001,
37500,-16.11975,0.312639207,0.001,
37600,0,0.820121288,0.001,
37700,-10.2542,1.595795631,0.001,
37800,0,1.055514336,0.001,
37900,0,0.910643876,0.001,
38000,0,1.216239095,0.001,
38100,0,2.56850934,0.001,
38200,0,0.575209618,0.001,
38300,0,1.23673737,0.001,
38400,0,1.285942912,0.001,
38500,0,0.352892399,0.001,
38600,0,0.846004128,0.001,
38700,0,1.085067749,0.001,
38800,0,1.174307942,0.001,
38900,-23.31565,1.049580932,0.001,
39000,0,2.175168753,0.001,
39100,0,2.890072823,0.001,
39200,0,2.157275915,0.001,
39300,-11.485,3.513569832,0.001,
39400,0,2.890236855,0.001,
39500,-6.11225,1.087293983,0.001,
39600,0,2.301847696,0.001,
39700,-7.8509,2.265627861,0.001,
39800,0,1.170894861,0.001,
39900,0,4.047049522,0.001,
40000,0,2.035957336,0.001,
40100,-4.5118,3.258742332,0.001,
40200,0,1.372422695,0.001,
40300,0,1.572697043,0.001,
40400,0,2.247023821,0.001,
40500,-7.67645,2.577941895,0.001,
40600,0,2.848464489,0.001,
40700,0,0.631177902,0.001,
40800,0,0.907935023,0.001,
40900,-4.61075,1.99892962,0.001,
41000,0,0.671793878,0.001,
41100,-0.331,1.625872493,0.001,
41200,0,0.550708115,0.001,
41300,-1.35005,2.28960371,0.001,
41400,0,1.14413619,0.001,
41500,0,1.684699893,0.001,
41600,0,0.735179663,0.001,
41700,-5.49105,0.509858131,0.001,
41800,0,2.558553457,0.001,
41900,0,0.967110276,0.001,
42000,0,1.060618877,0.001,
42100,-8.8983,2.626209497,0.001,
42200,0,1.365068793,0.001,
42300,0,1.431445241,0.001,
42400,0,1.37035346,0.001,
42500,0,0.913480282,0.001,
42600,0,1.620290995,0.001,
42700,-5.8642,1.531008959,0.001,
42800,0,1.530869365,0.001,
42900,0,1.549352169,0.001,
43000,-0.1914,0.241907805,0.001,
43100,0,1.793889284,0.001,
43200,0,1.114466906,0.001,
43300,-0.4322,1.674891472,0.001,
43400,0,0.763796449,0.001,
43500,0,1.585543156,0.001,
43600,0,0.631631732,0.001,
43700,0,0.649429381,0.001,
43800,0,1.094467521,0.001,
43900,-1.6222,1.917699575,0.001,
44000,0,1.89415884,0.001,
44100,0,1.289171219,0.001,
44200,0,0.65760076,0.001,
44300,0,0.411882401,0.001,
44400,0,2.430514336,0.001,
44500,-1.77625,1.459551454,0.001,
44600,0,0.354354322,0.001,
44700,0,1.221671462,0.001,
44800,0,1.23899591,0.001,
44900,0,0.556762218,0.001,
45000,0,0.623473287,0.001,
45100,-0.94625,1.40452683,0.001,
45200,0,1.147559047,0.001,
45300,0,0.589963555,0.001,
45400,-1.394,0.946298599,0.001,
45500,0,0.906890392,0.001,
45600,0,1.398189306,0.001,
45700,-2.297,0.657768965,0.001,
45800,0,0.547812581,0.001,
45900,0,0.883164883,0.001,
46000,0,1.026453018,0.001,
46100,0,0.645596743,0.001,
46200,0,0.564715743,0.001,
46300,-2.87825,0.377754092,0.001,
46400,0,1.613431334,0.001,
46500,0,0.524955273,0.001,
46600,0,1.119611979,0.001,
46700,0,1.507810116,0.001,
46800,0,0.5471192,0.001,
46900,-3.668,0.947576582,0.001,
47000,0,0.7787956,0.001,
47100,0,1.44710815,0.001,
47200,0,0.778818846,0.001,
47300,0,0.642885923,0.001,
47400,0,1.189243078,0.001,
47500,-3.13025,0.873616338,0.001,
47600,0,0.449447691,0.001,
47700,0,0.455045462,0.001,
47800,-2.032,2.037128448,0.001,
47900,0,1.379654288,0.001,
48000,0,0.399056733,0.001,
48100,-1.89225,0.773198903,0.001,
48200,0,0.350107253,0.001,
48300,0,0.59228313,0.001,
48400,0,0.273496658,0.001,
48500,0,0.611643076,0.001,
48600,0,0.848003566,0.001,
48700,-3.37555,0.430069864,0.001,
48800,0,0.654020667,0.001,
48900,0,1.087179422,0.001,
49000,0,0.437718511,0.001,
49100,0,0.323382556,0.001,
49200,0,1.020598173,0.001,
49300,-4.60395,0.832635045,0.001,
49400,0,0.672560275,0.001,
49500,0,1.107895613,0.001,
49600,0,1.260007501,0.001,
49700,0,1.103008151,0.001,
49800,0,0.628520727,0.001,
49900,-3.6777,0.465431929,0.001,
50000,0,0.774929583,0.001,
50100,0,2.308044434,0.001,
50200,-2.3708,1.323845506,0.001,
50300,0,1.097312689,0.001,
50400,0,0.483403832,0.001,
50500,-3.7981,2.483845949,0.001,
50600,0,1.738770008,0.001,
50700,0,0.908019781,0.001,
50800,0,0.342337847,0.001,
50900,0,1.054523349,0.001,
51000,-3.1445,0.609853446,0.001,
51100,0,1.560224771,0.001,
51200,0,1.073481441,0.001,
51300,0,0.335736483,0.001,
51400,0,0.261574328,0.001,
51500,-3.6006,0.352459639,0.001,
51600,0,1.657683372,0.001,
51700,0,0.778294921,0.001,
51800,0,0.380026221,0.001,
51900,0,0.464452207,0.001,
52000,0,0.118798815,0.001,
52100,-2.97255,0.811560869,0.001,
52200,0,1.098208547,0.001,
52300,0,0.348192453,0.001,
52400,-1.80875,0.294213414,0.001,
52500,0,0.407439858,0.001,
52600,-2.18245,0.309323311,0.001,
52700,0,1.180107713,0.001,
52800,0,0.276579231,0.001,
52900,0,1.022821665,0.001,
53000,0,1.704621315,0.001,
53100,0,0.466756433,0.001,
53200,0,0.248226956,0.001,
53300,0,1.006546259,0.001,
53400,-2.3653,0.604155004,0.001,
53500,0,0.475699782,0.001,
53600,0,0.736649036,0.001,
53700,0,0.694357991,0.001,
53800,0,0.988085032,0.001,
53900,-5.2025,0.639176548,0.001,
54000,0,0.87904042,0.001,
54100,0,0.59617269,0.001,
54200,0,0.42603749,0.001,
54300,0,0.746498466,0.001,
54400,-2.25,0.394984812,0.001,
54500,0,0.24109906,0.001,
54600,-0.5632,0.380394191,0.001,
54700,0,0.622101903,0.001,
54800,-0.9683,0.657036304,0.001,
54900,0,0.586618423,0.001,
55000,0,0.694429636,0.001,
55100,0,0.65866065,0.001,
55200,0,0.399578482,0.001,
55300,-3.46685,0.22981663,0.001,
55400,0,0.75377655,0.001,
55500,0,0.520964265,0.001,
55600,0,0.560189188,0.001,
55700,0,0.576514721,0.001,
55800,-5.1035,0.656236589,0.001,
55900,0,0.657901406,0.001,
56000,0,0.794989169,0.001,
56100,0,0.659545839,0.001,
56200,0,0.715036869,0.001,
56300,-1.97215,0.235624492,0.001,
56400,0,0.329129368,0.001,
56500,-0.88425,0.831157148,0.001,
56600,0,0.589146018,0.001,
56700,-1.57775,0.61686635,0.001,
56800,0,0.354425907,0.001,
56900,0,0.292797714,0.001,
57000,0,0.462598443,0.001,
57100,0,0.452567786,0.001,
57200,-3.533,0.270237505,0.001,
57300,0,0.623051345,0.001,
57400,0,0.474734724,0.001,
57500,-0.99635,0.375248134,0.001,
57600,0,0.249682173,0.001,
57700,0,0.431784391,0.001,
57800,0,0.696529388,0.001,
57900,0,0.308282197,0.001,
58000,-1.3723,0.483469427,0.001,
58100,0,0.281884313,0.001,
58200,-1.23935,0.716504037,0.001,
58300,0,0.593897581,0.001,
58400,-1.82165,0.628071427,0.001,
58500,0,0.66785419,0.001,
58600,0,0.525456607,0.001,
58700,0,0.281482816,0.001,
58800,0,0.566339135,0.001,
58900,-4.1328,0.727653265,0.001,
59000,0,0.293969572,0.001,
59100,0,0.573796749,0.001,
59200,-1.71995,0.286586642,0.001,
59300,0,0.278039992,0.001,
59400,0,0.383040011,0.001,
59500,0,0.830371678,0.001,
59600,0,0.312577724,0.001,
59700,0,0.334507585,0.001,
59800,0,0.30639115,0.001,
59900,0,0.196916267,0.001,
60000,-4.59695,0.370297432,0.001,
60100,0,0.35734421,0.001,
60200,-2.9076,0.976495266,0.001,
60300,0,0.235622495,0.001,
60400,-3.75465,0.708775878,0.001,
60500,0,0.44692564,0.001,
60600,0,0.17196776,0.001,
60700,-2.91155,0.459224313,0.001,
60800,0,0.40097633,0.001,
60900,0,0.361151397,0.001,
61000,-0.774,0.316140145,0.001,
61100,0,0.22544536,0.001,
61200,0,0.336462766,0.001,
61300,-1.17895,0.169092029,0.001,
61400,0,0.304815024,0.001,
61500,-2.0039,0.254388928,0.001,
61600,0,0.60042274,0.001,
61700,-3.21455,0.578754306,0.001,
61800,0,0.539279938,0.001,
61900,0,0.262492537,0.001,
62000,0,0.2871629,0.001,
62100,0,0.649533153,0.001,
62200,-5.35205,0.19550994,0.001,
62300,0,0.37073487,0.001,
62400,0,0.132638067,0.001,
62500,-3.09825,0.626380086,0.001,
62600,0,0.40518105,0.001,
62700,0,0.443402439,0.001,
62800,0,0.235671282,0.001,
62900,0,0.54979521,0.001,
63000,-1.8167,0.46557796,0.001,
63100,0,0.154342532,0.001,
63200,-1.6424,0.421467483,0.001,
63300,0,0.427264988,0.001,
63400,-2.32185,0.2538324,0.001,
63500,0,0.309725106,0.001,
63600,0,0.265581697,0.001,
63700,-4.7542,0.333127677,0.001,
63800,0,0.476430058,0.001,
63900,0,0.747581422,0.001,
64000,-1.553,0.446713448,0.001,
64100,0,0.479166329,0.001,
64200,0,0.348096043,0.001,
64300,-0.88975,0.59082675,0.001,
64400,0,0.642080903,0.001,
64500,-0.939,0.582756758,0.001,
64600,0,0.259017169,0.001,
64700,-1.67585,0.25343442,0.001,
64800,0,0.219979823,0.001,
64900,0,0.367463529,0.001,
65000,0,0.53910625,0.001,
65100,0,0.237281561,0.001,
65200,-5.2913,0.34456414,0.001,
65300,0,0.40449816,0.001,
65400,0,0.519906521,0.001,
65500,-3.32745,0.334038854,0.001,
65600,0,0.46455729,0.001,
65700,0,0.63838613,0.001,
65800,0,0.599223971,0.001,
65900,0,0.30885601,0.001,
66000,-5.29365,0.404534459,0.001,
66100,0,0.21589531,0.001,
66200,-3.0273,0.750285506,0.001,
66300,0,0.492662966,0.001,
66400,-4.4192,0.523747265,0.001,
66500,0,0.252362847,0.001,
66600,0,0.431385219,0.001,
66700,0,0.217418447,0.001,
66800,0,0.450869441,0.001,
66900,-8.00305,0.224296808,0.001,
67000,0,0.507577598,0.001,
67100,0,0.171402007,0.001,
67200,-1.0456,0.25548315,0.001,
67300,0,0.220978111,0.001,
67400,0,0.306382835,0.001,
67500,0,0.300377071,0.001,
67600,0,0.406865895,0.001,
67700,-2.16245,0.393107057,0.001,
67800,0,0.251977324,0.001,
67900,-3.0894,0.222491413,0.001,
68000,0,0.220338315,0.001,
68100,-4.81335,0.341924489,0.001,
68200,0,0.475922436,0.001,
68300,0,0.347323358,0.001,
68400,0,0.269691437,0.001,
68500,0,0.39577803,0.001,
68600,-7.43025,0.188614383,0.001,
68700,0,0.191358581,0.001,
68800,0,0.276639521,0.001,
68900,-1.05275,0.245712548,0.001,
69000,0,0.636000872,0.001,
69100,0,0.181751817,0.001,
69200,0,0.170839846,0.001,
69300,0,0.301061094,0.001,
69400,0,0.508823633,0.001,
69500,0,0.245371252,0.001,
69600,0,0.37153095,0.001,
69700,0,0.203077108,0.001,
69800,0,0.242582813,0.001,
69900,-4.8963,0.346578658,0.001,
70000,0,0.331023484,0.001,
70100,-5.5484,0.293403924,0.001,
70200,0,0.222425297,0.001,
70300,-7.17675,0.368082225,0.001,
70400,0,0.414042711,0.001,
70500,0,0.306126148,0.001,
70600,-3.54535,0.28169024,0.001,
70700,0,0.361697078,0.001,
70800,0,0.288302779,0.001,
70900,-1.1654,0.377741873,0.001,
71000,0,0.348068237,0.001,
71100,0,0.239743143,0.001,
71200,0,0.361557305,0.001,
71300,0,0.208305076,0.001,
71400,0,0.288180143,0.001,
71500,0,0.418804288,0.001,
71600,0,0.310662687,0.001,
71700,0,0.344601542,0.001,
71800,0,0.201250494,0.001,
71900,-8.4052,0.416012287,0.001,
72000,0,0.296677887,0.001,
72100,-6.38315,0.327457309,0.001,
72200,0,0.328884929,0.001,
72300,-7.85125,0.278786182,0.001,
72400,0,0.678371012,0.001,
72500,0,0.636965632,0.001,
72600,-6.445,0.732859969,0.001,
72700,0,0.370074689,0.001,
72800,0,0.512817502,0.001,
72900,-2.2741,0.250855565,0.001,
73000,0,0.270798802,0.001,
73100,0,0.389300227,0.001,
73200,0,0.416745186,0.001,
73300,0,0.249179751,0.001,
73400,0,0.270673156,0.001,
73500,-5.9389,0.405119449,0.001,
73600,0,0.357286334,0.001,
73700,-1.66465,0.264838606,0.001,
73800,0,0.17892015,0.001,
73900,-1.8731,0.267413795,0.001,
74000,0,0.27637279,0.001,
74100,0,0.41907078,0.001,
74200,0,0.457156926,0.001,
74300,0,0.312634617,0.001,
74400,-5.6222,0.335462213,0.001,
74500,0,0.247978032,0.001,
74600,0,0.268761456,0.001,
74700,0,0.233385578,0.001,
74800,0,0.544048607,0.001,
74900,-6.9766,0.313027143,0.001,
75000,0,0.385787278,0.001,
75100,0,0.347542405,0.001,
75200,0,0.361035109,0.001,
75300,0,0.317341626,0.001,
75400,-10.0529,0.257724524,0.001,
75500,0,0.67153132,0.001,
75600,-1.5917,0.835888267,0.001,
75700,0,0.284776837,0.001,
75800,-2.28325,0.348599494,0.001,
75900,0,0.227207065,0.001,
76000,0,0.295844734,0.001,
76100,0,0.218676925,0.001,
76200,0,0.498282909,0.001,
76300,-8.16605,0.756666362,0.001,
76400,0,0.298322916,0.001,
76500,0,0.334723949,0.001,
76600,-5.273,0.306165516,0.001,
76700,0,0.355256289,0.001,
76800,0,0.282459795,0.001,
76900,0,0.348758221,0.001,
77000,0,0.543830276,0.001,
77100,-8.3489,0.32599932,0.001,
77200,0,0.45544979,0.001,
77300,0,0.32069838,0.001,
77400,-1.88055,0.515913844,0.001,
77500,0,0.298848301,0.001,
77600,-2.62785,0.721413314,0.001,
77700,0,0.697976112,0.001,
77800,0,0.668460965,0.001,
77900,0,0.328919053,0.001,
78000,0,0.231693134,0.001,
78100,0,0.370269477,0.001,
78200,0,0.257837206,0.001,
78300,0,0.396297336,0.001,
78400,-9.43535,0.419412643,0.001,
78500,0,0.491535038,0.001,
78600,0,0.39439702,0.001,
78700,-6.3596,0.426099002,0.001,
78800,0,0.281545699,0.001,
78900,0,0.461967766,0.001,
79000,0,0.425249338,0.001,
79100,0,0.514355302,0.001,
79200,0,0.511250734,0.001,
79300,0,0.36851126,0.001,
79400,0,0.305725753,0.001,
79500,-9.76885,0.321970195,0.001,
79600,0,0.46107465,0.001,
79700,-3.4549,0.478561282,0.001,
79800,0,0.225206971,0.001,
79900,-4.6361,0.326229215,0.001,
80000,0,0.858450294,0.001,
80100,0,0.580493212,0.001,
80200,0,0.756260872,0.001,
80300,0,0.303281456,0.001,
80400,0,0.514646769,0.001,
80500,0,0.228111982,0.001,
80600,0,0.48467195,0.001,
80700,-10.77985,0.237765104,0.001,
80800,0,0.421466678,0.001,
80900,0,0.420014471,0.001,
81000,-4.021,0.34525165,0.001,
81100,0,0.473582149,0.001,
81200,0,0.580322266,0.001,
81300,0,0.441825897,0.001,
81400,0,0.5493173,0.001,
81500,0,0.661461174,0.001,
81600,0,0.392667264,0.001,
81700,0,0.358456075,0.001,
81800,0,0.60320127,0.001,
81900,0,0.415430397,0.001,
82000,-10.09475,0.585186481,0.001,
82100,0,0.493996024,0.001,
82200,-5.711,0.352514923,0.001,
82300,0,0.320134699,0.001,
82400,-7.5241,0.29846409,0.001,
