Step,Reward,Loss,Epsilon,
82500,0,0.415241659,0.001,
82600,0,0.921552122,0.001,
82700,0,0.683531404,0.001,
82800,-6.84435,0.289554536,0.001,
82900,0,0.366556227,0.001,
83000,0,0.281878829,0.001,
83100,-2.26875,0.727109015,0.001,
83200,0,0.502928317,0.001,
83300,-0.87855,0.698487282,0.001,
83400,0,0.453093827,0.001,
83500,-1.7763,0.226529479,0.001,
83600,0,0.508100033,0.001,
83700,-2.8883,0.554473281,0.001,
83800,0,0.550632954,0.001,
83900,0,0.291049778,0.001,
84000,-2.8419,0.597830594,0.001,
84100,0,0.462453306,0.001,
84200,0,0.225119606,0.001,
84300,-1.12175,0.255429089,0.001,
84400,0,0.452066869,0.001,
84500,0,0.385767162,0.001,
84600,-1.32675,0.469937861,0.001,
84700,0,0.486164987,0.001,
84800,-2.0354,0.47732386,0.001,
84900,0,0.330769837,0.001,
85000,-3.6419,0.346345305,0.001,
85100,0,0.39889732,0.001,
85200,0,0.368894547,0.001,
85300,0,0.388000339,0.001,
85400,-6.4538,0.373888552,0.001,
85500,0,0.533859551,0.001,
85600,0,0.412648499,0.001,
85700,-4.28615,0.468105614,0.001,
85800,0,0.251137525,0.001,
85900,0,0.447206318,0.001,
86000,0,0.521529436,0.001,
86100,0,0.511641085,0.001,
86200,0,0.559258819,0.001,
86300,-3.86095,0.325419158,0.001,
86400,0,0.478090763,0.001,
86500,0,0.350224346,0.001,
86600,-1.31675,0.162829846,0.001,
86700,0,0.269143671,0.001,
86800,-1.97925,0.358967483,0.001,
86900,0,0.687183857,0.001,
87000,0,0.425237596,0.001,
87100,0,0.275826961,0.001,
87200,-3.653,0.401928842,0.001,
87300,0,0.509843826,0.001,
87400,0,0.322258592,0.001,
87500,-1.6865,0.135670245,0.001,
87600,0,0.167477176,0.001,
87700,0,0.212459117,0.001,
87800,0,0.316866219,0.001,
87900,0,0.405269831,0.001,
88000,0,0.318873048,0.001,
88100,-4.32815,0.390301347,0.001,
88200,0,0.727549016,0.001,
88300,-1.4428,0.46305427,0.001,
88400,0,0.235795125,0.001,
88500,-1.935,0.261827946,0.001,
88600,0,0.904546738,0.001,
88700,0,0.372471392,0.001,
88800,0,0.444781065,0.001,
88900,-3.9815,0.334064722,0.001,
89000,0,0.354753613,0.001,
89100,0,0.24021396,0.001,
89200,-1.16705,0.330657303,0.001,
89300,0,0.395400882,0.001,
89400,0,0.434509754,0.001,
89500,0,0.385834455,0.001,
89600,0,0.284914136,0.001,
89700,0,0.347257733,0.001,
89800,-3.7855,0.469821215,0.001,
89900,0,0.333160937,0.001,
90000,0,0.651072085,0.001,
90100,-5.29205,0.230709434,0.001,
90200,0,0.732050657,0.001,
90300,-7.52065,0.560111046,0.001,
90400,0,0.394384623,0.001,
90500,0,0.622735381,0.001,
90600,0,0.242667139,0.001,
90700,-8.6125,0.365359426,0.001,
90800,0,0.380419165,0.001,
90900,0,0.658511996,0.001,
91000,-2.65445,0.225644082,0.001,
91100,0,0.582234979,0.001,
91200,0,0.236020654,0.001,
91300,-1.48735,0.407363594,0.001,
91400,0,0.380690724,0.001,
91500,0,0.219539046,0.001,
91600,-3.38875,0.312911987,0.001,
91700,0,0.230701983,0.001,
91800,-5.40885,0.257388234,0.001,
91900,0,0.329048365,0.001,
92000,0,0.294126391,0.001,
92100,0,0.310659707,0.001,
92200,-10.0588,0.761899889,0.001,
92300,0,0.662900269,0.001,
92400,0,0.264509797,0.001,
92500,-6.77295,0.559027672,0.001,
92600,0,0.443486661,0.001,
92700,0,0.430764318,0.001,
92800,-4.3439,0.509691715,0.001,
92900,0,0.396020502,0.001,
93000,-3.8119,0.60599333,0.001,
93100,0,0.550883889,0.001,
93200,-1.28295,0.301684141,0.001,
93300,0,0.300973892,0.001,
93400,-1.49125,0.27643168,0.001,
93500,0,0.602297068,0.001,
93600,0,0.54786849,0.001,
93700,-1.80175,0.402364969,0.001,
93800,0,0.454453856,0.001,
93900,-0.55625,0.56847322,0.001,
94000,0,0.329836696,0.001,
94100,-0.847,0.367713749,0.001,
94200,0,0.273823112,0.001,
94300,-1.15,0.32030195,0.001,
94400,0,0.373095572,0.001,
94500,-0.13925,0.718040645,0.001,
94600,0,0.429408967,0.001,
94700,0,0.583019972,0.001,
94800,-0.2145,0.613959551,0.001,
94900,0,0.253549486,0.001,
95000,0,0.511218548,0.001,
95100,0,0.361875385,0.001,
95200,0,0.36323607,0.001,
95300,0,0.295145005,0.001,
95400,0,0.382380635,0.001,
95500,0,0.340917856,0.001,
95600,0,0.597278476,0.001,
95700,0,0.237521291,0.001,
95800,0,0.337848127,0.001,
95900,0,0.585852146,0.001,
96000,0,0.235573307,0.001,4800
0,-89.86545,1.085148096,1,
100,0,1.083915234,0.995,
200,0,1.082731724,0.990025,
300,0,1.081606627,0.985074875,
400,0,1.080601811,0.980149501,
500,0,1.079699397,0.975248753,
600,0,1.07881248,0.970372509,
700,0,1.077993274,0.965520647,
800,0,1.077134728,0.960693044,
900,0,1.076252818,0.955889578,
1000,-12.75215,1.530186534,0.95111013,
1100,0,1.373349428,0.94635458,
1200,0,1.480452657,0.941622807,
1300,0,1.512174129,0.936914693,
1400,0,1.531819224,0.932230119,
1500,0,1.479286551,0.927568969,
1600,-16.8644,2.205656528,0.922931124,
1700,0,2.253322601,0.918316468,
1800,0,2.317135096,0.913724886,
1900,0,1.845747948,0.909156262,
2000,0,2.313524961,0.90461048,
2100,0,2.320698261,0.900087428,
2200,0,2.317079782,0.895586991,
2300,0,2.248753548,0.891109056,
2400,0,2.312721491,0.886653511,
2500,0,2.060271263,0.882220243,
2600,0,2.320741653,0.877809142,
2700,0,2.318145752,0.873420096,
2800,-10.735,2.304746151,0.869052996,
2900,0,2.609314442,0.864707731,
3000,0,1.828710556,0.860384192,
3100,0,2.529996395,0.856082271,
3200,0,2.496649742,0.85180186,
3300,0,2.621973515,0.84754285,
3400,-4.5081,2.544043541,0.843305136,
3500,0,2.368058205,0.83908861,
3600,-5.93915,2.626496315,0.834893167,
3700,0,2.51150322,0.830718701,
3800,0,2.683436871,0.826565108,
3900,0,1.646485806,0.822432282,
4000,0,2.596660137,0.818320121,
4100,0,2.754194498,0.81422852,
4200,0,2.560162067,0.810157378,
4300,-7.5032,1.512714028,0.806106591,
4400,0,2.24673605,0.802076058,
4500,0,2.720968723,0.798065678,
4600,0,2.694622278,0.794075349,
4700,0,2.423129082,0.790104973,
4800,0,2.781349897,0.786154448,
4900,0,2.64163661,0.782223675,
5000,0,2.385481358,0.778312557,
5100,0,2.09132123,0.774420994,
5200,0,2.755592823,0.770548889,
5300,0,2.727693558,0.766696145,
5400,-1.8945,2.434942722,0.762862664,
5500,0,2.642200708,0.759048351,
5600,-0.609,2.857945681,0.755253109,
5700,0,2.591780186,0.751476844,
5800,-0.3089,1.604214311,0.747719459,
5900,0,2.641294003,0.743980862,
6000,0,2.522358418,0.740260958,
6100,0,2.743469954,0.736559653,
6200,0,2.18838644,0.732876855,
6300,0,2.360008717,0.72921247,
6400,0,2.559515953,0.725566408,
6500,0,1.940951347,0.721938576,
6600,-3.312,2.837823153,0.718328883,
6700,0,2.394816399,0.714737239,
6800,0,2.628693104,0.711163552,
6900,0,2.248875856,0.707607735,
7000,0,2.415508032,0.704069696,
7100,0,2.741434336,0.700549348,
7200,0,2.425963402,0.697046601,
7300,-7.2652,2.731108189,0.693561368,
7400,0,2.341917753,0.690093561,
7500,0,2.620514393,0.686643093,
7600,0,2.773984671,0.683209878,
7700,0,2.395874739,0.679793828,
7800,0,2.71300602,0.676394859,
7900,0,2.384599209,0.673012885,
8000,0,1.957651854,0.66964782,
8100,0,1.937057018,0.666299581,
8200,0,2.749197721,0.662968083,
8300,0,2.577518702,0.659653243,
8400,-15.8457,3.22543788,0.656354977,
8500,0,2.218173742,0.653073202,
8600,0,3.250282764,0.649807836,
8700,-2.7662,3.336938858,0.646558797,
8800,0,2.365343571,0.643326003,
8900,-0.42775,3.3493011,0.640109373,
9000,0,2.629484177,0.636908826,
9100,-0.93925,2.236282349,0.633724282,
9200,0,2.776039839,0.63055566,
9300,-1.2885,2.263847589,0.627402882,
9400,0,2.775579453,0.624265868,
9500,0,2.290780067,0.621144538,
9600,0,3.284756184,0.618038816,
9700,0,2.042580605,0.614948622,
9800,0,2.292741299,0.611873878,
9900,0,3.228332043,0.608814509,
10000,0,2.5326581,0.605770436,
10100,0,2.232440233,0.602741584,
10200,0,1.038554072,0.599727876,
10300,0,2.375352383,0.596729237,
10400,-7.797,3.276200294,0.593745591,
10500,0,3.059992313,0.590776863,
10600,0,2.935239315,0.587822979,
10700,0,2.778954506,0.584883864,
10800,0,2.944375277,0.581959444,
10900,0,2.334049702,0.579049647,
11000,0,2.191612959,0.576154399,
11100,0,2.322046041,0.573273627,
11200,0,3.315541983,0.570407259,
11300,0,2.959012985,0.567555222,
11400,0,2.72320056,0.564717446,
11500,0,2.395665646,0.561893859,
11600,-10.6951,2.141271353,0.55908439,
11700,0,3.463176966,0.556288968,
11800,0,2.078807116,0.553507523,
11900,0,2.71144557,0.550739985,
12000,0,2.477882862,0.547986285,
12100,0,2.461104631,0.545246354,
12200,0,2.219086647,0.542520122,
12300,0,3.513419151,0.539807522,
12400,0,2.394552231,0.537108484,
12500,-12.9769,3.67468071,0.534422942,
12600,0,3.00434351,0.531750827,
12700,0,3.163298607,0.529092073,
12800,0,1.73943007,0.526446612,
12900,-16.1448,3.260713577,0.523814379,
13000,0,3.395268917,0.521195307,
13100,0,2.976122856,0.518589331,
13200,0,2.820224285,0.515996384,
13300,0,3.505569935,0.513416402,
13400,-10.8179,2.519757748,0.51084932,
13500,0,3.303482294,0.508295074,
13600,-1.3915,3.102775097,0.505753598,
13700,0,2.985777617,0.50322483,
13800,0,3.54716754,0.500708706,
13900,0,3.811263561,0.498205163,
14000,0,2.844468117,0.495714137,
14100,0,3.460600376,0.493235566,
14200,0,2.760260344,0.490769388,
14300,0,2.903639317,0.488315541,
14400,0,2.35467577,0.485873964,
14500,-1.7414,3.629320145,0.483444594,
14600,0,1.976507187,0.481027371,
14700,0,3.692388296,0.478622234,
14800,0,3.427933693,0.476229123,
14900,-2.2684,4.027907372,0.473847977,
15000,0,3.550197363,0.471478737,
15100,0,3.629560471,0.469121344,
15200,0,3.035263538,0.466775737,
15300,0,3.292072296,0.464441858,
15400,0,3.30802536,0.462119649,
15500,-4.32015,2.744700909,0.459809051,
15600,0,3.664144516,0.457510006,
15700,-5.31665,2.362824917,0.455222456,
15800,0,3.167948246,0.452946343,
15900,0,3.80115819,0.450681612,
16000,0,3.343813658,0.448428203,
16100,0,2.436941147,0.446186062,
16200,0,2.308764458,0.443955132,
16300,-2.369,2.714114904,0.441735356,
16400,0,2.202227354,0.43952668,
16500,0,2.55168128,0.437329046,
16600,0,2.130130053,0.435142401,
16700,0,2.953588724,0.432966689,
16800,0,3.131717682,0.430801856,
16900,-1.69305,2.886525393,0.428647846,
17000,0,2.405387402,0.426504607,
17100,-0.1755,2.684389353,0.424372084,
17200,0,3.044238091,0.422250224,
17300,-0.28425,2.271063328,0.420138973,
17400,0,1.539518476,0.418038278,
17500,-0.49725,2.149514198,0.415948086,
17600,0,2.275045872,0.413868346,
17700,0,1.953111649,0.411799004,
17800,-0.225,2.157114744,0.409740009,
17900,0,2.365991116,0.407691309,
18000,0,1.710371017,0.405652853,
18100,0,2.472596169,0.403624588,
18200,0,2.711388588,0.401606465,
18300,0,3.028244019,0.399598433,
18400,0,2.759690285,0.397600441,
18500,0,2.415646076,0.395612439,
18600,0,2.131310225,0.393634376,
18700,-0.97375,1.950410366,0.391666205,
18800,0,1.976326227,0.389707874,
18900,-0.90855,2.551525831,0.387759334,
19000,0,2.407342911,0.385820537,
19100,0,3.243909836,0.383891435,
19200,0,2.64693737,0.381971978,
19300,0,2.903304815,0.380062118,
19400,0,2.423084736,0.378161807,
19500,-2.3997,1.526501894,0.376270998,
19600,0,1.443164349,0.374389643,
19700,0,2.735745907,0.372517695,
19800,0,1.860710263,0.370655106,
19900,0,3.531691074,0.368801831,
20000,0,1.308862686,0.366957822,
20100,0,1.845046163,0.365123033,
20200,0,1.760251164,0.363297417,
20300,0,1.869822621,0.36148093,
20400,0,1.682862043,0.359673526,
20500,-7.15545,2.690297604,0.357875158,
20600,0,2.108922005,0.356085782,
20700,0,2.299432039,0.354305353,
20800,0,2.217750072,0.352533827,
20900,0,2.661982059,0.350771157,
21000,0,2.607440472,0.349017302,
21100,0,0.907695532,0.347272215,
21200,0,1.83099556,0.345535854,
21300,0,1.815641046,0.343808175,
21400,-8.56265,1.494183779,0.342089134,
21500,0,1.692071795,0.340378688,
21600,0,1.368119478,0.338676795,
21700,0,2.001227856,0.336983411,
21800,0,1.407647848,0.335298494,
21900,0,2.076670647,0.333622001,
22000,0,2.766005993,0.331953891,
22100,0,1.806638718,0.330294122,
22200,0,1.45435071,0.328642651,
22300,-5.05775,1.8315382,0.326999438,
22400,0,1.603951693,0.325364441,
22500,-3.803,1.701487184,0.323737619,
22600,0,1.062173128,0.322118931,
22700,0,1.329570651,0.320508336,
22800,-6.04205,1.215403557,0.318905794,
22900,0,1.466004968,0.317311265,
23000,0,0.918834448,0.315724709,
23100,0,1.28112185,0.314146085,
23200,0,0.59170866,0.312575355,
23300,0,0.795054972,0.311012478,
23400,0,1.723547578,0.309457416,
23500,0,1.216750264,0.307910129,
23600,0,1.815087318,0.306370578,
23700,0,2.355023384,0.304838725,
23800,-11.68615,1.917746186,0.303314532,
23900,0,1.675964117,0.301797959,
24000,0,0.786710024,0.300288969,
24100,0,1.584974527,0.298787524,
24200,0,1.814705849,0.297293587,
24300,0,0.67511791,0.295807119,
24400,0,2.093307495,0.294328083,
24500,0,2.198363781,0.292856443,
24600,-8.57995,1.092001677,0.29139216,
24700,0,1.264790535,0.2899352,
24800,0,1.967745781,0.288485524,
24900,0,1.247574687,0.287043096,
25000,0,1.842470884,0.285607881,
25100,0,2.564105272,0.284179841,
25200,0,1.765940905,0.282758942,
25300,0,1.190205812,0.281345147,
25400,0,1.168457508,0.279938422,
25500,-5.6655,1.900633574,0.278538729,
25600,0,1.729006767,0.277146036,
25700,-1.771,1.796640635,0.275760306,
25800,0,2.046075821,0.274381504,
25900,0,1.886630058,0.273009597,
26000,-3.43675,2.594519615,0.271644549,
26100,0,1.697052956,0.270286326,
26200,0,2.103085995,0.268934894,
26300,0,1.610283494,0.26759022,
26400,0,2.102080822,0.266252269,
26500,0,1.752091885,0.264921007,
26600,0,1.379142642,0.263596402,
26700,0,1.808899283,0.26227842,
26800,0,1.647601843,0.260967028,
26900,-9.2135,1.082890391,0.259662193,
27000,0,1.917336822,0.258363882,
27100,-5.38715,1.098576784,0.257072063,
27200,0,1.045645952,0.255786702,
27300,0,1.4156394,0.254507769,
27400,0,0.987884402,0.25323523,
27500,0,0.670657158,0.251969054,
27600,0,1.04555881,0.250709209,
27700,0,0.943211436,0.249455662,
27800,0,1.189390302,0.248208384,
27900,0,1.721281052,0.246967342,
28000,-4.419,1.097679138,0.245732506,
28100,0,1.502173185,0.244503843,
28200,-3.54305,1.843429565,0.243281324,
28300,0,1.67286551,0.242064917,
28400,-5.16175,0.823600411,0.240854593,
28500,0,1.130119085,0.23965032,
28600,-6.42575,1.133433819,0.238452068,
28700,0,1.891789913,0.237259808,
28800,0,1.410350442,0.236073509,
28900,0,0.822571814,0.234893141,
29000,0,0.745867729,0.233718675,
29100,0,0.790557146,0.232550082,
29200,0,0.979207039,0.231387332,
29300,0,1.096946239,0.230230395,
29400,0,1.129603863,0.229079243,
29500,0,1.030011535,0.227933847,
29600,-2.4725,1.080459833,0.226794178,
29700,0,1.232984543,0.225660207,
29800,-0.337,1.111977816,0.224531906,
29900,0,0.5734092,0.223409246,
30000,-0.40175,1.005756855,0.2222922,
30100,0,1.207697153,0.221180739,
30200,-0.69625,0.620948553,0.220074835,
30300,0,1.987424374,0.218974461,
30400,-0.612,0.970820189,0.217879589,
30500,0,1.108961105,0.216790191,
30600,0,0.772502661,0.21570624,
30700,0,0.89955008,0.214627709,
30800,0,1.412346244,0.21355457,
30900,0,0.841635227,0.212486797,
31000,0,1.674813509,0.211424363,
31100,0,1.060732365,0.210367241,
31200,0,2.124426126,0.209315405,
31300,0,0.844256282,0.208268828,
31400,-4.5979,1.878461123,0.207227484,
31500,0,1.943825722,0.206191347,
31600,-1.72875,0.990415573,0.20516039,
31700,0,0.950306296,0.204134588,
31800,0,1.128890753,0.203113915,
31900,0,0.730463266,0.202098345,
32000,0,0.878962219,0.201087854,
32100,0,0.900327921,0.200082414,
32200,0,1.45756793,0.199082002,
32300,-6.479,1.6509341,0.198086592,
32400,0,1.091724515,0.197096159,
32500,-8.8625,0.874302566,0.196110679,
32600,0,1.322806597,0.195130125,
32700,-5.13205,1.455956459,0.194154475,
32800,0,1.123019576,0.193183702,
32900,0,0.437213749,0.192217784,
33000,0,1.204155922,0.191256695,
33100,0,1.414712191,0.190300411,
33200,0,0.762057304,0.189348909,
33300,0,1.351119995,0.188402165,
33400,0,1.042328119,0.187460154,
33500,0,1.495766282,0.186522853,
33600,0,0.598562777,0.185590239,
33700,-13.77575,1.738196611,0.184662288,
33800,0,0.802266955,0.183738976,
33900,-7.5076,0.77538377,0.182820281,
34000,0,1.498701096,0.18190618,
34100,0,0.351972163,0.180996649,
34200,-4.8585,1.073819637,0.180091666,
34300,0,0.805375338,0.179191207,
34400,-7.35025,0.595066905,0.178295251,
34500,0,1.182819605,0.177403775,
34600,-4.9845,0.83713603,0.176516756,
34700,0,0.662183881,0.175634172,
34800,0,1.221591234,0.174756002,
34900,-7.1417,1.321990609,0.173882222,
35000,0,0.997762203,0.17301281,
35100,-3.1805,1.146297574,0.172147746,
35200,0,1.406452179,0.171287008,
35300,-3.29905,0.848298192,0.170430573,
35400,0,0.769626856,0.16957842,
35500,-3.2671,0.784744024,0.168730528,
35600,0,0.782559872,0.167886875,
35700,-3.78125,1.756390333,0.167047441,
35800,0,0.543003738,0.166212203,
35900,0,1.195165992,0.165381142,
36000,-6.17525,1.451724291,0.164554237,
36100,0,1.605751872,0.163731466,
36200,0,0.944242358,0.162912808,
36300,-2.5979,0.844128549,0.162098244,
36400,0,1.35006094,0.161287753,
36500,-1.59395,0.730385065,0.160481314,
36600,0,1.685862899,0.159678908,
36700,-2.38025,0.918140531,0.158880513,
36800,0,0.564277172,0.158086111,
36900,-3.18905,1.036751986,0.15729568,
37000,0,0.561208069,0.156509202,
37100,0,1.352386475,0.155726656,
37200,-6.70205,0.769807339,0.154948022,
37300,0,1.131343246,0.154173282,
37400,0,0.655711532,0.153402416,
37500,-3.34195,0.642817199,0.152635404,
37600,0,1.395958424,0.151872227,
37700,-0.25895,1.014280081,0.151112866,
37800,0,1.075823069,0.150357301,
37900,-1.47375,0.698375881,0.149605515,
38000,0,0.709623635,0.148857487,
38100,0,0.874759674,0.1481132,
38200,0,0.778630257,0.147372634,
38300,0,1.150084972,0.146635771,
38400,0,0.808772802,0.145902592,
38500,0,1.120798349,0.145173079,
38600,0,0.425925374,0.144447213,
38700,0,0.873699605,0.143724977,
38800,0,1.436723471,0.143006352,
38900,0,1.091095924,0.142291321,
39000,-14.9367,0.648490727,0.141579864,
39100,0,0.695581079,0.140871965,
39200,0,0.949066877,0.140167605,
39300,-14.53745,1.039990664,0.139466767,
39400,0,1.125937104,0.138769433,
39500,-10.3736,0.97423166,0.138075586,
39600,0,0.776198506,0.137385208,
39700,-0.88015,0.551076412,0.136698282,
39800,0,0.870363951,0.13601479,
39900,-2.2474,1.016857386,0.135334717,
40000,0,2.234182835,0.134658043,
40100,-2.79575,0.835451245,0.133984753,
40200,0,1.599632025,0.133314829,
40300,0,1.036137223,0.132648255,
40400,-4.4602,1.398235321,0.131985014,
40500,0,1.58069849,0.131325088,
40600,-1.747,1.663544893,0.130668463,
40700,0,0.90559268,0.130015121,
40800,-0.7256,1.513391495,0.129365045,
40900,0,0.894515991,0.12871822,
41000,-1.9667,0.884960175,0.128074629,
41100,0,2.406866074,0.127434256,
41200,-2.7868,0.942670703,0.126797084,
41300,0,0.904176474,0.126163099,
41400,0,1.422322273,0.125532283,
41500,0,0.919928074,0.124904622,
41600,0,1.523945332,0.124280099,
41700,0,1.298343539,0.123658698,
41800,0,0.719921768,0.123040405,
41900,0,1.144397736,0.122425203,
42000,0,1.429385543,0.121813077,
42100,0,1.403179407,0.121204011,
42200,0,0.770052075,0.120597991,
42300,-7.70265,1.294529915,0.119995001,
42400,0,0.96707195,0.119395026,
42500,0,0.723433256,0.118798051,
42600,0,1.056187987,0.118204061,
42700,0,0.671846986,0.117613041,
42800,0,1.099984884,0.117024976,
42900,0,1.455667496,0.116439851,
43000,0,1.028180957,0.115857651,
43100,0,1.510017633,0.115278363,
43200,0,0.927462101,0.114701971,
43300,-2.794,0.941672325,0.114128462,
43400,0,1.301275134,0.113557819,
43500,-2.819,0.693240762,0.11299003,
43600,0,0.875543594,0.11242508,
43700,-3.4535,0.933344305,0.111862955,
43800,0,0.517534554,0.11130364,
43900,-1.73475,0.606349111,0.110747122,
44000,0,0.950800717,0.110193386,
44100,0,1.284676194,0.109642419,
44200,0,1.181762457,0.109094207,
44300,0,0.742795825,0.108548736,
44400,0,0.7155056,0.108005992,
44500,0,0.725336969,0.107465962,
44600,0,0.531624079,0.106928632,
44700,0,0.816664577,0.106393989,
44800,0,0.53897953,0.105862019,
44900,0,1.023705125,0.105332709,
45000,-5.3056,1.112389088,0.104806046,
45100,0,1.140250444,0.104282015,
45200,-3.72115,0.791596413,0.103760605,
45300,0,0.733571649,0.103241802,
45400,-0.55625,0.813793063,0.102725593,
45500,0,0.944941163,0.102211965,
45600,-0.99275,1.571735859,0.101700906,
45700,0,0.577369332,0.101192401,
45800,-1.08455,0.912488818,0.100686439,
45900,0,1.109259963,0.100183007,
46000,-0.96275,0.977703333,0.099682092,
46100,0,0.90804702,0.099183681,
46200,-0.5563,0.523156404,0.098687763,
46300,0,1.05269444,0.098194324,
46400,-0.64845,0.981243491,0.097703353,
46500,0,0.414615512,0.097214836,
46600,-2.14525,1.428299665,0.096728762,
46700,0,0.571401477,0.096245118,
46800,0,0.897091269,0.095763892,
46900,0,1.093125582,0.095285073,
47000,0,1.000852466,0.094808647,
47100,0,0.789436042,0.094334604,
47200,0,0.569826365,0.093862931,
47300,0,0.729420066,0.093393616,
47400,0,0.617062926,0.092926648,
47500,0,0.991992712,0.092462015,
47600,-14.366,0.699586272,0.091999705,
47700,0,1.082286596,0.091539707,
47800,-12.59895,0.658672571,0.091082008,
47900,0,0.772139549,0.090626598,
48000,-2.64825,1.138093114,0.090173465,
48100,0,0.738435328,0.089722598,
48200,-1.60285,0.434142947,0.089273985,
48300,0,1.230572343,0.088827615,
48400,-3.61745,0.530915856,0.088383477,
48500,0,0.855271101,0.087941559,
48600,-5.24605,0.877010345,0.087501851,
48700,0,0.528997779,0.087064342,
48800,-4.69675,0.831458509,0.08662902,
48900,0,0.814882755,0.086195875,
49000,-2.63265,1.058465004,0.085764896,
49100,0,0.558232129,0.085336072,
49200,-1.2843,0.609151125,0.084909391,
49300,0,0.466608822,0.084484844,
49400,-2.80215,1.275676727,0.08406242,
49500,0,1.021289825,0.083642108,
49600,-3.93305,0.439991981,0.083223897,
49700,0,0.706894994,0.082807778,
49800,-3.55595,1.101649523,0.082393739,
49900,0,0.958764911,0.08198177,
50000,-0.2041,1.109318256,0.081571861,
50100,0,0.809313297,0.081164002,
50200,-0.5042,0.976018667,0.080758182,
50300,0,1.581164837,0.080354391,
50400,-1.8141,1.762913227,0.079952619,
50500,0,0.804816008,0.079552856,
50600,-3.328,1.283533096,0.079155092,
50700,0,1.509534597,0.078759316,
50800,0,0.65939486,0.07836552,
50900,0,0.881197453,0.077973692,
51000,0,1.38783133,0.077583824,
51100,0,1.207735181,0.077195905,
51200,0,0.730306983,0.076809925,
51300,0,1.410132408,0.076425876,
51400,-8.7447,1.303846717,0.076043746,
51500,0,1.683572531,0.075663527,
51600,0,0.821516156,0.07528521,
51700,0,1.710541964,0.074908784,
51800,0,1.294308901,0.07453424,
51900,0,0.891911149,0.074161569,
52000,0,1.125614643,0.073790761,
52100,0,0.938660979,0.073421807,
52200,-3.75335,1.141572118,0.073054698,
52300,0,0.914181352,0.072689424,
52400,0,0.645677328,0.072325977,
52500,0,1.082820177,0.071964347,
52600,0,1.393503189,0.071604526,
52700,-7.4009,0.85522753,0.071246503,
52800,0,1.119950533,0.070890271,
52900,0,0.771446705,0.070535819,
53000,0,0.573474705,0.07018314,
53100,0,1.090454102,0.069832224,
53200,-17.52995,0.7626791,0.069483063,
53300,0,1.642833948,0.069135648,
53400,0,0.833325446,0.06878997,
53500,0,1.807851553,0.06844602,
53600,0,1.195084214,0.06810379,
53700,0,0.915569305,0.067763271,
53800,0,0.859833956,0.067424454,
53900,0,0.945612252,0.067087332,
54000,-32.1209,1.07454741,0.066751896,
54100,0,1.944425106,0.066418136,
54200,0,1.101358533,0.066086045,
54300,0,3.356222153,0.065755615,
54400,0,0.974353671,0.065426837,
54500,0,0.951176465,0.065099703,
54600,0,3.813559294,0.064774204,
54700,0,1.711266756,0.064450333,
54800,-38.6867,0.791644812,0.064128082,
54900,0,4.12881279,0.063807441,
55000,0,3.583755255,0.063488404,
55100,-16.01255,1.313888788,0.063170962,
55200,0,4.295102119,0.062855107,
55300,-5.1525,1.379933476,0.062540832,
55400,0,0.709678888,0.062228128,
55500,-7.10995,5.548351765,0.061916987,
55600,0,2.550479174,0.061607402,
55700,-10.13315,1.61836791,0.061299365,
55800,0,0.77668798,0.060992868,
55900,0,2.572150469,0.060687904,
56000,0,1.039104939,0.060384464,
56100,0,3.264237165,0.060082542,
56200,-16.311,0.843464971,0.059782129,
56300,0,2.372187853,0.059483219,
56400,0,1.253432274,0.059185803,
56500,0,1.38536942,0.058889873,
56600,0,1.16196537,0.058595424,
56700,-2.28195,2.415589333,0.058302447,
56800,0,0.584715664,0.058010935,
56900,-0.9058,1.680015802,0.05772088,
57000,0,0.705912352,0.057432276,
57100,-1.99365,2.640424013,0.057145114,
57200,0,1.297943354,0.056859389,
57300,0,3.135241985,0.056575092,
57400,0,1.407718897,0.056292216,
57500,0,1.6965065,0.056010755,
57600,0,1.354119062,0.055730701,
57700,0,2.110423565,0.055452048,
57800,0,1.728341579,0.055174788,
57900,0,0.846354127,0.054898914,
58000,0,1.159795642,0.054624419,
58100,0,1.538096786,0.054351297,
58200,-11.2992,1.709493756,0.054079541,
58300,0,2.263486385,0.053809143,
58400,0,1.48669076,0.053540097,
58500,0,1.058807611,0.053272397,
58600,0,2.162509441,0.053006035,
58700,0,1.371076822,0.052741005,
58800,0,0.839987874,0.0524773,
58900,0,1.310307503,0.052214913,
59000,0,1.709482431,0.051953838,
59100,-18.4199,1.981715679,0.051694069,
59200,0,1.465101242,0.051435599,
59300,-10.2595,1.70316565,0.051178421,
59400,0,0.694306672,0.050922529,
59500,-7.7984,1.032350063,0.050667916,
59600,0,0.606763959,0.050414577,
59700,-9.2879,1.401343346,0.050162504,
59800,0,1.311907768,0.049911691,
59900,-9.952,0.990213513,0.049662133,
60000,0,3.36111021,0.049413822,
60100,-10.29185,4.188117981,0.049166753,
60200,0,1.307645559,0.048920919,
60300,-0.59275,1.515050411,0.048676315,
60400,0,1.206073046,0.048432933,
60500,-1.211,3.423285246,0.048190768,
60600,0,1.546774745,0.047949815,
60700,-2.92265,3.999626637,0.047710065,
60800,0,1.926117063,0.047471515,
60900,-5.01055,1.908085346,0.047234158,
61000,0,1.133076906,0.046997987,
61100,0,1.180923581,0.046762997,
61200,0,0.872826338,0.046529182,
61300,0,1.845787525,0.046296536,
61400,0,1.171796679,0.046065053,
