Step,Reward,Loss,Epsilon
300,-0.0,0,1.0
701,-0.0,0,1.0
1402,-0.0,0,1.0
2103,-0.0,0,1.0
2404,-0.1,0,1.0
2705,-0.0,0,1.0
2907,-0.0,0,1.0
3158,-0.6133000000000001,0,1.0
3310,-1.6042,0,1.0
3861,-3.2929999999999993,0,1.0
4212,-0.936,0,1.0
4913,-1.3570000000000002,0,1.0
5015,-1.561,0,1.0
5117,-0.0,0,1.0
5418,-0.1475,0,1.0
6119,-2.1029999999999998,0,1.0
6221,-2.409,0,1.0
6622,-2.8625,0,1.0
6923,-0.15300000000000002,0,1.0
7374,-0.0,0,1.0
7526,-0.0,0,1.0
7977,-0.6359999999999999,0,1.0
8578,-2.9010000000000002,0,1.0
8879,-0.028,0,1.0
9230,-0.37899999999999995,0,1.0
9332,-0.525,0,1.0
9983,-0.6950000000000001,0,1.0
10534,-0.0663,0,1.0
11085,-1.3016,0,1.0
11237,-0.542,0,1.0
11838,-1.143,0,1.0
12589,-0.1646,0,1.0
12890,-0.8569,0,1.0
13042,-0.9405000000000001,0.1389642357826233,0.9655206468094844
13293,-0.363,0.13834324479103088,0.9091562615825302
13894,-0.021000000000000005,0.11966139078140259,0.7822236754458713
14345,-0.4720000000000001,0.12077057361602783,0.697046600835495
14497,-0.624,0.10058965533971786,0.6730128848950395
14848,-0.228,0.09157831966876984,0.6149486215357263
15299,-0.259,0.08072353154420853,0.5507399854171277
15401,-0.361,0.0650029256939888,0.5344229416520513
15652,-0.0,0.08282764256000519,0.5032248303978422
16203,-0.532,0.04624667391180992,0.43732904629000013
16654,-0.39,0.06013151630759239,0.39166620452737816
17005,-1.0455,0.042286358773708344,0.3578751580867638
17306,-0.424,0.049740105867385864,0.33195389135223546
17757,-0.875,0.026879873126745224,0.29729358661854943
18208,-0.0,0.04030831903219223,0.2649210072611673
18659,-0.6759999999999999,0.026235245168209076,0.23725980767521673
18960,-0.2,0.030314359813928604,0.2189744609715989
19162,-0.518,0.024854127317667007,0.20826882814336947
19613,-0.28750000000000003,0.02654990740120411,0.1865228530605915
19864,-0.45199999999999996,0.020934512838721275,0.17475600159032884
20165,-0.27899999999999997,0.02523687109351158,0.16209824418995536
20566,-0.867,0.021116726100444794,0.14663577052834775
20967,-1.2713,0.024340102449059486,0.13264825480308728
21468,-4.6345,0.0299086757004261,0.11702497557911415
21719,-5.6802,0.03991537168622017,0.11019338598389174
22020,-1.035,0.08805914223194122,0.10170090558064004
22671,-1.1528,0.08111967146396637,0.08662902049662846
22922,-2.3985,0.02812860906124115,0.0811640021330769
23223,-1.9675,0.0806228369474411,0.07528520976374668
23924,-1.934,0.03886205703020096,0.06317096204211972
24475,-0.9655,0.07041379809379578,0.05517478773284426
24926,-2.9840000000000004,0.024027351289987564,0.04916675299948831
25427,-7.0657,0.03949252516031265,0.043375904776212296
25629,-3.794,0.060846634209156036,0.04125526245077418
25930,-0.095,0.05867484211921692,0.03826710124979409
26231,-0.7023,0.10237641632556915,0.03549537564593805
26582,-3.7597000000000005,0.04243900999426842,0.032433008066058915
26883,-1.7220000000000002,0.14580121636390686,0.030083851847510768
27484,-0.9059000000000001,0.061589617282152176,0.025883670561501974
27835,-2.3202,0.06248798966407776,0.023769400938086327
28037,-4.303599999999999,0.07799051702022552,0.02260731802731653
28538,-2.005,0.030885977670550346,0.019944633602480003
28839,-0.0,0.08901450783014297,0.018500023224111744
29240,-0.7040000000000001,0.0576784685254097,0.016651638319386028
29392,-1.165,0.08541228622198105,0.01607750060057119
29643,-2.1580000000000004,0.07693921029567719,0.01506324653745902
29944,-0.0,0.0619504451751709,0.013972200057807112
30046,-0.0,0.04278532415628433,0.013626370684745774
30148,-0.0,0.06619451940059662,0.013289101019874787
30399,-0.0,0.061285726726055145,0.012513320603703188
30850,-0.7224999999999999,0.0778617113828659,0.011150733307840981
31251,-1.9558,0.04931728169322014,0.010087070213020206
31353,-0.9667,0.046338822692632675,0.01
31604,-0.6020000000000001,0.05459444969892502,0.01
31905,-0.28049999999999997,0.041369520127773285,0.01
32306,-1.2485,0.030365921556949615,0.01
32557,-2.1005000000000003,0.0593331903219223,0.01
32808,-1.855,0.060279395431280136,0.01
33109,-0.113,0.0651530921459198,0.01
33410,-1.2805,0.06453409790992737,0.01
33512,-1.4665,0.05293364077806473,0.01
33863,-0.38300000000000006,0.03521239385008812,0.01
34314,-0.5625,0.055202871561050415,0.01
34416,-0.9155,0.07236049324274063,0.01
34518,-1.0725,0.04306144267320633,0.01
34869,-0.056,0.04599657282233238,0.01
35170,-0.0705,0.0417637899518013,0.01
35272,-0.15150000000000002,0.04014255106449127,0.01
35374,-0.16099999999999998,0.03337589651346207,0.01
35725,-0.8989999999999999,0.0331248939037323,0.01
36026,-0.0,0.057330939918756485,0.01
36128,-0.195,0.035238899290561676,0.01
36230,-0.092,0.0558912418782711,0.01
36581,-0.875,0.0428369864821434,0.01
36882,-0.9750000000000001,0.04297882691025734,0.01
36984,-1.4929999999999999,0.029299208894371986,0.01
37285,-4.0886,0.03328409790992737,0.01
37586,-1.0990000000000002,0.07547567784786224,0.01
38137,-0.8930999999999999,0.03406494855880737,0.01
38239,-1.1401999999999999,0.03380684554576874,0.01
38341,-1.322,0.04213589429855347,0.01
38692,-0.111,0.06806868314743042,0.01
38993,-0.356,0.024701394140720367,0.01
39095,-0.621,0.06365711987018585,0.01
39197,-0.342,0.06824387609958649,0.01
39448,-0.37,0.025800757110118866,0.01
39749,-0.0,0.04727388173341751,0.01
39851,-0.0,0.04894484579563141,0.01
39953,-0.0,0.04519575089216232,0.01
40304,-0.123,0.04200834780931473,0.01
40605,-0.21650000000000003,0.040355317294597626,0.01
40707,-0.5135000000000001,0.028600890189409256,0.01
40809,-0.4159999999999999,0.042785681784152985,0.01
41160,-0.8319999999999999,0.04374091327190399,0.01
41461,-0.2765,0.06498639285564423,0.01
41563,-0.6845,0.050729818642139435,0.01
41665,-0.7270000000000001,0.03149650990962982,0.01
42016,-0.7390000000000001,0.06627605110406876,0.01
42317,-0.0,0.024968240410089493,0.01
42419,-0.086,0.028947608545422554,0.01
42521,-0.036,0.0290728397667408,0.01
42872,-0.38700000000000007,0.03505482152104378,0.01
43173,-0.0,0.0502338632941246,0.01
43275,-0.0,0.07888585329055786,0.01
43377,-0.0,0.05338503420352936,0.01
43678,-0.0,0.04637175053358078,0.01
43979,-0.0,0.04819485917687416,0.01
44380,-0.808,0.032003358006477356,0.01
44831,-1.2455,0.04389479011297226,0.01
45132,-1.621,0.028808657079935074,0.01
45433,-0.4645,0.03586086630821228,0.01
45535,-0.7985000000000001,0.08279052376747131,0.01
45637,-0.75,0.03469502180814743,0.01
45938,-0.805,0.04577448219060898,0.01
46239,-0.26549999999999996,0.04445035383105278,0.01
46341,-0.4654999999999999,0.03532702848315239,0.01
46443,-0.24,0.026442885398864746,0.01
46744,-0.842,0.030745893716812134,0.01
47045,-0.109,0.07355500012636185,0.01
47147,-0.34800000000000003,0.032129306346178055,0.01
47249,-0.4285,0.048455752432346344,0.01
47600,-1.065,0.05793449282646179,0.01
47901,-0.294,0.04963007941842079,0.01
48003,-0.44220000000000004,0.02530621737241745,0.01
48105,-0.24999999999999997,0.06776954233646393,0.01
48456,-0.5209999999999999,0.02708158828318119,0.01
48757,-0.0,0.044346701353788376,0.01
48859,-0.0,0.021870113909244537,0.01
48961,-0.0175,0.02342047728598118,0.01
49312,-0.242,0.031736329197883606,0.01
49613,-0.2545,0.03400836139917374,0.01
49715,-0.5035000000000001,0.029193514958024025,0.01
49817,-0.736,0.05030016973614693,0.01
50168,-0.618,0.04035622999072075,0.01
50469,-0.37649999999999995,0.035569969564676285,0.01
50571,-0.5295,0.022851131856441498,0.01
50673,-0.037000000000000005,0.02353280410170555,0.01
50974,-0.513,0.025341175496578217,0.01
51275,-0.5931000000000001,0.022372707724571228,0.01
51377,-0.9093,0.034631915390491486,0.01
51479,-0.1755,0.016974925994873047,0.01
51830,-0.6420000000000001,0.035625264048576355,0.01
52131,-0.028999999999999998,0.030081814154982567,0.01
52233,-0.14500000000000002,0.03219475597143173,0.01
52335,-0.207,0.022991541773080826,0.01
52636,-0.8089999999999999,0.021182261407375336,0.01
52937,-0.36699999999999994,0.083987757563591,0.01
53039,-0.622,0.05656065791845322,0.01
53440,-1.1440000000000001,0.05797857046127319,0.01
53741,-1.2160000000000002,0.038182105869054794,0.01
54042,-0.3777,0.04669748246669769,0.01
54144,-1.0413,0.05875458940863609,0.01
54246,-1.9869,0.08769304305315018,0.01
54547,-0.43500000000000005,0.03855906426906586,0.01
54848,-1.5288000000000004,0.03608016297221184,0.01
54950,-2.0898000000000003,0.041294123977422714,0.01
55052,-0.0,0.04205306991934776,0.01
55353,-0.9536,0.03296063095331192,0.01
55654,-1.4988000000000001,0.041376106441020966,0.01
55756,-1.8762,0.06113671511411667,0.01
55858,-0.189,0.043607015162706375,0.01
56159,-0.6537000000000001,0.034652046859264374,0.01
56460,-2.0274,0.031228218227624893,0.01
56562,-2.6878,0.04626597836613655,0.01
56664,-0.267,0.03408946096897125,0.01
56866,-0.875,0.026632728055119514,0.01
57167,-0.0,0.056447241455316544,0.01
57269,-0.0,0.03469816595315933,0.01
57371,-0.23180000000000003,0.04808298870921135,0.01
