Episode,Total_Reward,Actor_Loss,Critic_Loss,Entropy
1,-0.2791,-0.011650800704956055,0.04933403432369232,2.3973917961120605
2,-0.8032,0.009786128997802734,0.26207464933395386,2.3970274925231934
3,-1.8062149,-0.05147743225097656,1.3173623085021973,2.3965001106262207
4,-0.31757498,-0.014071941375732422,0.015341677702963352,2.3963682651519775
5,-0.7832351,0.00790470838546753,0.214496448636055,2.395786762237549
6,-1.9933051,0.0834646224975586,1.5356494188308716,2.3945798873901367
7,-2.78524,0.07849198579788208,3.229741096496582,2.393893241882324
8,-2.414175,-0.031822651624679565,1.8765164613723755,2.393709897994995
9,-2.79266,-0.09292572736740112,2.7102785110473633,2.392930507659912
10,-0.79937,-0.02858567237854004,0.08402611315250397,2.3926634788513184
11,-2.964605,0.012731760740280151,3.075230121612549,2.391059398651123
12,-2.708025,-0.004057049751281738,2.1110458374023438,2.389251947402954
13,-1.1072751,-0.03115832805633545,0.1696016937494278,2.3886513710021973
14,-1.424685,-0.012826919555664062,0.43864551186561584,2.3865675926208496
15,-2.079815,0.03233557939529419,0.7263973951339722,2.3842251300811768
16,-2.194735,-0.11429840326309204,0.9026448726654053,2.3817696571350098
17,-5.4158497,-0.04680657386779785,9.143244743347168,2.3767898082733154
18,-10.95348,0.1459590196609497,37.04327392578125,2.3473005294799805
19,-7.0442653,0.070068359375,14.120338439941406,2.3623876571655273
20,-12.57059,-0.012502491474151611,47.05980682373047,2.329608678817749
21,-12.343645,-0.2306566834449768,41.100791931152344,2.3185946941375732
22,-12.53919,0.035130977630615234,48.08551788330078,2.2613437175750732
23,-16.117414,-0.2969100773334503,104.88064575195312,2.2843117713928223
24,-12.76496,-0.1618492603302002,33.90996551513672,2.2151176929473877
25,-17.037676,-0.12381422519683838,98.53997039794922,2.2285425662994385
26,-12.5912,-0.1489706039428711,34.751285552978516,2.162381649017334
27,-16.74647,-0.31278732419013977,75.98413848876953,2.1187551021575928
28,-13.683926,0.8597878217697144,42.87396240234375,2.167759656906128
29,-19.85393,-0.023923516273498535,87.8602294921875,2.0633010864257812
30,-8.79773,-0.027736127376556396,6.108131408691406,2.072502613067627
31,-14.332415,-0.3498091697692871,51.62346649169922,2.1200242042541504
32,-9.004641,-0.11057901382446289,5.362488746643066,2.036797523498535
