Step,Reward,Loss,Epsilon
0,2988.8203,488440.875,0.2
100,0,448375.375,0.199
200,0,416462.21875,0.19800500000000001
300,-112.5,392859.8125,0.197014975
400,0,290516.34375,0.19602990012500002
500,0,355519.84375,0.19504975062437502
600,0,332817.0625,0.19407450187125314
700,0,325276.8125,0.19310412936189686
800,0,280949.59375,0.19213860871508737
900,-230.49503,321391.6875,0.19117791567151193
1000,0,268365.6875,0.19022202609315436
1100,1000.05005,326600.3125,0.18927091596268858
1200,0,334505.6875,0.18832456138287512
1300,0,276625.125,0.18738293857596075
1400,0,288366.5625,0.18644602388308096
1500,0,335503.3125,0.18551379376366556
1600,0,326405.75,0.18458622479484724
1700,0,336629.25,0.183663293670873
1800,0,347996.59375,0.18274497720251864
1900,0,303820.375,0.18183125231650604
2000,26.99,301641.3125,0.18092209605492351
2100,0,355984.71875,0.1800174855746489
2200,0,352521.25,0.17911739814677563
2300,0,301793.09375,0.17822181115604174
2400,0.0,324100.25,0.17733070210026153
2500,0,270151.375,0.17644404858976023
2600,0,370099.6875,0.17556182834681144
2700,0.0,286002.75,0.1746840192050774
2800,0,273726.0,0.173810599109052
2900,0,367204.6875,0.17294154611350673
3000,0,422452.3125,0.1720768383829392
3100,-13.15,412802.0625,0.1712164541910245
3200,0,370295.84375,0.17036037192006936
3300,0,415600.875,0.16950857006046902
3400,-1.8500004,323406.625,0.16866102721016668
3500,0,383963.375,0.16781772207411585
3600,0,356168.5625,0.16697863346374528
3700,0,364903.65625,0.16614374029642656
3800,-154.155,411083.1875,0.16531302159494443
3900,0,442818.6875,0.16448645648696972
4000,0,365302.46875,0.16366402420453488
4100,0,249857.21875,0.1628457040835122
4200,0,313695.65625,0.16203147556309463
4300,0,292578.71875,0.16122131818527916
4400,-486.44003,461215.71875,0.16041521159435276
4500,0,572654.625,0.159613135536381
4600,0,601922.9375,0.15881506985869911
4700,0,567153.5,0.15802099450940563
4800,-387.60004,494521.6875,0.1572308895368586
4900,0,735309.875,0.1564447350891743
5000,0,603831.375,0.15566251141372844
5100,0,683472.9375,0.1548841988566598
5200,0,716813.375,0.1541097778623765
5300,0,594585.375,0.15333922897306462
5400,0,841312.25,0.1525725328281993
5500,0,793572.625,0.1518096701640583
5600,0,1009332.625,0.151050621813238
5700,2086.3901,1772809.0,0.15029536870417182
5800,0,1811225.75,0.14954389186065095
5900,0,701035.625,0.1487961724013477
6000,0,1796953.0,0.14805219153934096
6100,-142.275,1716727.0,0.14731193058164427
6200,0,1442288.375,0.14657537092873604
6300,0,1671794.0,0.14584249407409236
6400,0,1387391.625,0.1451132816037219
6500,0,1345848.75,0.1443877151957033
6600,0,1215793.125,0.14366577661972477
6700,0,1213155.25,0.14294744773662615
6800,0,415955.65625,0.14223271049794303
6900,0,1099355.625,0.14152154694545332
7000,-545.265,896977.0,0.14081393921072605
7100,381.22998,960881.625,0.1401098695146724
7200,0,874661.0,0.13940932016709906
7300,0,388403.34375,0.13871227356626356
7400,0,518401.75,0.13801871219843223
7500,0,565569.875,0.13732861863744006
7600,0,483869.75,0.13664197554425286
7700,367.88995,347106.1875,0.1359587656665316
7800,-99.98999,572101.875,0.13527897183819892
7900,0,635633.8125,0.13460257697900793
8000,0,505054.84375,0.13392956409411289
8100,0,499975.6875,0.1332599162736423
8200,0,401244.90625,0.1325936166922741
8300,0,315429.8125,0.13193064860881273
8400,-619.55005,622947.6875,0.13127099536576867
8500,-105.03992,369521.9375,0.13061464038893983
8600,0,230164.484375,0.12996156718699514
8700,0,289977.59375,0.12931175935106015
8800,0,396212.125,0.12866520055430486
8900,0,507262.0,0.12802187455153333
9000,0,445430.84375,0.12738176517877567
9100,-624.0,359025.5,0.1267448563528818
9200,-105.04004,124931.3125,0.12611113207111738
9300,0,444743.15625,0.1254805764107618
9400,0,462492.0625,0.12485317352870799
9500,0,437853.625,0.12422890766106445
9600,0,552956.25,0.12360776312275913
9700,0,425665.4375,0.12298972430714533
9800,-623.9999,475866.8125,0.1223747756856096
9900,-105.04004,354073.03125,0.12176290180718155
10000,0,468890.25,0.12115408729814564
10100,0,534984.625,0.12054831686165492
10200,0,630809.0625,0.11994557527734664
10300,0,633706.125,0.11934584740095991
10400,0,415179.84375,0.11874911816395511
10500,1006.23,494059.125,0.11815537257313534
10600,-79.79004,527384.375,0.11756459571026966
10700,0,721280.6875,0.1169767727317183
10800,0,846831.8125,0.1163918888680597
10900,0,391063.4375,0.11580992942371941
11000,0,249203.53125,0.11523087977660082
11100,0,790176.75,0.11465472537771781
11200,0,982698.75,0.11408145175082922
11300,483.44995,886974.3125,0.11351104449207507
11400,684.35986,954147.875,0.11294348926961469
11500,0,916870.75,0.11237877182326661
11600,0,1707065.25,0.11181687796415028
11700,0,1700969.0,0.11125779357432954
11800,0,1177748.875,0.11070150460645789
11900,0,1810493.0,0.1101479970834256
12000,3002.32,2407651.25,0.10959725709800847
12100,-52.015,1291001.25,0.10904927081251842
12200,0,2796867.75,0.10850402445845582
12300,0,2604525.5,0.10796150433616354
12400,0,1231389.75,0.10742169681448273
12500,0,2115935.5,0.10688458833041031
12600,0,2255617.0,0.10635016538875826
12700,-369.375,739025.75,0.10581841456181447
12800,-68.48999,1746782.25,0.1052893224890054
12900,0,1653336.625,0.10476287587656037
13000,0,1682576.25,0.10423906149717757
13100,0,582924.75,0.10371786618969168
13200,0,1595811.75,0.10319927685874322
13300,0,1164830.0,0.10268328047444951
13400,-498.0,1024326.75,0.10216986407207726
13500,-79.78992,923511.125,0.10165901475171688
13600,0,1042448.0625,0.10115071967795829
13700,0,683920.625,0.10064496607956849
13800,0,960434.625,0.10014174124917065
13900,0,941462.8125,0.09964103254292479
14000,-427.875,733886.125,0.09914282738021017
14100,-92.41504,663406.5,0.09864711324330912
14200,0,440794.71875,0.09815387767709258
14300,0,889525.8125,0.09766310828870711
14400,-274.5,1026722.5,0.09717479274726358
14500,-92.41504,1082586.25,0.09668891878352726
14600,0,467535.6875,0.09620547418960962
14700,0,609596.5,0.09572444681866157
14800,-294.25,617420.5625,0.09524582458456826
14900,-102.51514,773372.125,0.09476959546164541
15000,0,999714.375,0.09429574748433718
15100,0,362672.25,0.09382426874691549
15200,0,1012808.5625,0.09335514740318092
15300,0,1150477.125,0.09288837166616501
15400,0,1110429.375,0.09242392980783419
15500,4759.7705,725467.4375,0.09196181015879502
15600,-58.664997,1105641.25,0.09150200110800105
15700,0,2740319.5,0.09104449110246104
15800,0,1369257.5,0.09058926864694875
15900,0,717877.9375,0.090136322303714
16000,0,1066411.5,0.08968564069219544
16100,-207.355,1938718.375,0.08923721248873447
16200,-8.175018,2020362.0,0.08879102642629079
16300,0,2523409.5,0.08834707129415934
16400,0,2998828.75,0.08790533593768854
16500,0,3637255.5,0.0874658092580001
16600,0,3383815.5,0.0870284802117101
16700,0,1425955.5,0.08659333781065155
16800,0,3743767.0,0.0861603711215983
16900,0,2574387.25,0.0857295692659903
17000,0,2701633.5,0.08530092141966035
17100,-58.125,1825876.0,0.08487441681256205
17200,-74.73999,2333581.0,0.08445004472849925
17300,0,4452660.5,0.08402779450485676
17400,0,1442012.5,0.08360765553233247
17500,-223.75,3009620.25,0.0831896172546708
17600,-77.265015,5347496.5,0.08277366916839746
17700,0,3638713.5,0.08235980082255547
17800,0,5272213.0,0.08194800181844268
17900,-222.08997,3693105.0,0.08153826180935046
18000,-82.30499,2889866.5,0.08113057050030371
18100,0,6207408.5,0.0807249176478022
18200,0,4056046.75,0.08032129305956318
18300,0,3816085.0,0.07991968659426536
18400,0,8765826.0,0.07952008816129404
18500,0,3466402.5,0.07912248772048756
18600,0,8879809.0,0.07872687528188513
18700,-696.3551,8277170.0,0.0783332409054757
18800,-20.759888,10689002.0,0.07794157470094833
