Scenario,Baseline_Mean,Baseline_Std,Signalized_Mean,Signalized_Std
Normal,68.73835820895522,65.98848497970279,68.73835820895522,65.98848497970279
Slow,65.15420454545455,61.70487743580123,120.39938297872341,218.58050325895593
Jam,107.20355184743742,81.2977072739703,68.73835820895522,65.98848497970279
