Algorithm,Crossing_Type,Scenario,vehicle_mean,vehicle_std,vehicle_count,pedestrian_mean,pedestrian_std,pedestrian_count
A2C,Baseline,Normal,38.08651119402985,31.52589762756574,536.0,14.858562500000001,10.766932605215862,480.0
A2C,Baseline,Slow,64.31060638297872,67.31523771377537,940.0,18.98986458333333,17.117975824723818,960.0
A2C,Baseline,Jam,195.44231320980273,356.7111322450032,1673.0,19.816446078431373,18.406783934307537,1224.0
A2C,Signalized,Normal,29.083973880597018,21.583503125211955,536.0,31.80002083333334,28.896335706992897,480.0
A2C,Signalized,Slow,54.359425531914894,60.90107658351935,940.0,33.89986458333333,31.02831645385919,960.0
A2C,Signalized,Jam,224.76101311084622,306.90358831274,1678.0,35.13147875816993,35.59725016716321,1224.0
