Algorithm,Crossing_Type,Scenario,mean,std,count
NoDRL,Baseline,Normal,68.73835820895522,65.98848497970279,536.0
NoDRL,Baseline,Slow,65.15420454545455,61.70487743580123,176.0
NoDRL,Baseline,Jam,107.20355184743742,81.2977072739703,1678.0
NoDRL,Signalized,Normal,68.73835820895522,65.98848497970279,536.0
NoDRL,Signalized,Slow,120.39938297872341,218.58050325895593,940.0
NoDRL,Signalized,Jam,68.73835820895522,65.98848497970279,536.0
