Algorithm,Crossing_Type,Scenario,mean,std,variance,count
A2C,Baseline,Normal,38.08651119402985,31.52589762756574,993.8822212237552,536.0
A2C,Baseline,Slow,64.31060638297872,67.31523771377537,4531.341228462087,940.0
A2C,Baseline,Jam,195.44231320980273,356.7111322450032,127242.8318675122,1673.0
A2C,Signalized,Normal,29.083973880597018,21.583503125211955,465.8476071560342,536.0
A2C,Signalized,Slow,54.359425531914894,60.90107658351935,3708.9411290316884,940.0
A2C,Signalized,Jam,224.76101311084622,306.90358831274,94189.81251923581,1678.0
