Time_min,Avg_Jam_Length_m,Throughput_veh_per_min,North_Queue,South_Queue,Total_Queue,North_Jam_Length_m,South_Jam_Length_m
1.0,0.62,1.00,14.85,0.00,14.85,1.00,0.00
2.0,0.78,4.00,120.15,0.00,120.15,1.27,0.00
3.0,0.78,5.00,195.75,14.40,210.15,1.27,0.00
4.0,1.94,11.00,162.10,74.40,236.50,3.15,0.00
5.0,4.48,18.00,481.10,23.25,504.35,5.09,3.51
6.0,1.17,18.00,2.67,29.85,32.52,0.28,2.60
7.0,1.78,24.00,178.32,24.80,203.12,2.90,0.00
8.0,3.21,27.00,436.32,153.00,589.32,2.90,3.70
9.0,1.69,35.00,140.22,100.60,240.82,2.75,0.00
10.0,3.63,43.00,515.47,0.80,516.27,5.63,0.44
11.0,3.61,19.00,684.40,76.67,761.07,4.06,2.88
12.0,2.19,29.00,60.55,0.00,60.55,3.56,0.00
13.0,3.36,34.00,456.80,0.00,456.80,5.46,0.00
14.0,1.21,36.00,323.75,0.00,323.75,1.96,0.00
15.0,3.85,43.00,764.08,27.80,791.88,6.25,0.00
16.0,3.02,12.00,500.83,64.81,565.64,3.27,2.60
17.0,2.55,22.00,404.88,78.22,483.10,2.39,2.80
18.0,4.97,30.00,943.82,0.00,943.82,8.08,0.00
19.0,2.46,31.00,466.62,109.35,575.97,3.00,1.60
20.0,4.87,46.00,851.77,152.10,1003.87,7.92,0.00
21.0,3.48,19.00,396.75,45.65,442.40,3.76,3.04
22.0,4.58,31.00,48.90,271.98,320.88,1.25,9.92
23.0,1.38,36.00,244.95,12.70,257.65,2.25,0.00
24.0,1.38,38.00,454.95,0.00,454.95,2.25,0.00
25.0,1.13,41.00,429.65,103.60,533.25,1.84,0.00
26.0,2.63,8.00,632.05,0.00,632.05,4.28,0.00
27.0,0.93,15.00,0.00,93.90,93.90,0.00,2.42
28.0,0.55,20.00,20.14,2.10,22.24,0.90,0.00
29.0,3.98,27.00,213.49,65.70,279.19,5.46,1.60
30.0,5.72,38.00,493.30,18.10,511.40,6.19,4.98
31.0,6.87,23.00,1299.00,78.10,1377.10,11.16,0.00
32.0,2.91,36.00,643.85,48.15,692.00,3.73,1.60
33.0,3.75,42.00,424.96,304.15,729.11,2.23,6.20
34.0,1.37,43.00,700.96,82.10,783.06,2.23,0.00
35.0,1.95,48.00,319.61,3.50,323.11,2.54,1.00
36.0,2.15,15.00,556.31,41.80,598.11,3.49,0.00
37.0,2.44,18.00,387.87,0.00,387.87,3.96,0.00
38.0,1.55,28.00,66.96,17.20,84.16,1.27,2.00
39.0,2.90,36.00,277.49,29.70,307.19,4.71,0.00
40.0,5.09,46.00,718.29,5.25,723.54,7.28,1.60
41.0,6.48,17.00,1075.88,145.67,1221.55,7.00,5.64
42.0,0.00,19.00,0.00,142.00,142.00,0.00,0.00
43.0,2.81,32.00,40.30,116.25,156.55,1.62,4.70
44.0,3.21,41.00,582.27,69.10,651.37,5.21,0.00
45.0,3.90,47.00,1238.47,5.50,1243.97,5.71,1.00
46.0,5.09,16.00,1650.67,203.84,1854.51,5.53,4.40
47.0,3.76,21.00,2435.97,145.70,2581.67,6.11,0.00
48.0,0.77,25.00,3.10,4.00,7.10,0.62,1.00
49.0,2.31,28.00,146.80,192.54,339.34,1.62,3.40
50.0,1.75,34.00,333.35,118.90,452.25,2.84,0.00
51.0,0.38,7.00,81.00,0.00,81.00,0.62,0.00
52.0,0.55,9.00,161.10,0.00,161.10,0.90,0.00
53.0,2.26,22.00,92.73,15.75,108.48,2.67,1.60
54.0,6.03,29.00,452.23,182.95,635.18,7.18,4.20
55.0,5.57,35.00,1046.73,58.20,1104.93,9.05,0.00
56.0,6.16,17.00,1127.75,44.22,1171.97,8.51,2.40
57.0,6.04,22.00,432.26,178.58,610.84,6.00,6.10
58.0,2.46,30.00,514.46,194.00,708.46,4.00,0.00
59.0,0.55,32.00,30.60,0.00,30.60,0.90,0.00
60.0,1.52,35.00,130.20,56.70,186.90,2.46,0.00
61.0,2.44,5.00,340.20,88.66,428.86,2.46,2.40
62.0,3.77,10.00,361.70,238.86,600.56,4.00,3.40
63.0,0.00,10.00,0.00,0.00,0.00,0.00,0.00
64.0,0.00,12.00,0.00,0.00,0.00,0.00,0.00
65.0,0.00,12.00,0.00,0.00,0.00,0.00,0.00
66.0,0.00,0.00,0.00,92.80,92.80,0.00,0.00
67.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
68.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
69.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
