Time_min,Avg_Jam_Length_m,Throughput_veh_per_min,North_Queue,South_Queue,Total_Queue,North_Jam_Length_m,South_Jam_Length_m
1.0,0.38,1.00,10.50,0.00,10.50,0.62,0.00
2.0,0.55,4.00,87.90,0.00,87.90,0.90,0.00
3.0,0.38,5.00,130.50,0.00,130.50,0.62,0.00
4.0,1.78,11.00,154.19,0.00,154.19,2.90,0.00
5.0,4.93,20.00,423.19,64.50,487.69,4.38,5.82
6.0,1.00,17.00,0.00,50.85,50.85,0.00,2.60
7.0,2.45,26.00,226.10,21.70,247.80,3.71,0.44
8.0,4.45,32.00,794.00,93.60,887.60,5.65,2.54
9.0,2.42,39.00,226.20,90.60,316.80,3.94,0.00
10.0,3.23,48.00,609.90,0.15,610.05,5.25,0.00
11.0,4.40,17.00,626.10,145.84,771.94,4.88,3.64
12.0,1.30,26.00,48.49,77.90,126.39,2.11,0.00
13.0,3.62,31.00,421.34,0.00,421.34,5.88,0.00
14.0,1.51,33.00,397.45,41.80,439.25,2.45,0.00
15.0,4.52,40.00,968.29,161.80,1130.09,7.35,0.00
16.0,2.18,11.00,189.78,44.70,234.48,2.27,2.04
17.0,2.90,21.00,237.00,151.90,388.90,1.89,4.52
18.0,2.86,30.00,632.00,0.00,632.00,4.65,0.00
19.0,2.41,34.00,359.15,118.92,478.07,2.41,2.40
20.0,4.15,47.00,677.92,125.40,803.32,6.74,0.00
21.0,3.02,17.00,296.47,21.30,317.77,3.28,2.60
22.0,4.38,32.00,26.25,362.51,388.76,1.00,9.78
23.0,1.23,37.00,192.30,0.00,192.30,2.00,0.00
24.0,2.35,41.00,389.46,0.00,389.46,3.81,0.00
25.0,1.73,43.00,445.41,33.10,478.51,2.81,0.00
26.0,2.82,9.00,672.02,0.00,672.02,4.58,0.00
27.0,1.62,15.00,0.00,85.10,85.10,0.00,4.20
28.0,0.94,20.00,71.64,0.00,71.64,1.52,0.00
29.0,3.94,28.00,364.13,22.85,386.98,6.13,0.44
30.0,3.15,34.00,699.28,29.60,728.88,4.56,0.88
31.0,4.85,29.00,1477.19,149.60,1626.79,7.88,0.00
32.0,1.96,38.00,221.81,73.04,294.85,1.69,2.40
33.0,3.86,46.00,118.98,404.15,523.13,1.49,7.66
34.0,0.92,47.00,286.98,16.80,303.78,1.49,0.00
35.0,1.53,51.00,378.48,4.20,382.68,1.49,1.60
36.0,1.85,16.00,602.78,23.10,625.88,3.01,0.00
37.0,1.32,20.00,206.51,0.00,206.51,2.14,0.00
38.0,1.90,30.00,79.30,23.75,103.05,1.25,2.95
39.0,2.08,40.00,271.40,70.00,341.40,3.38,0.00
40.0,4.78,48.00,713.69,5.85,719.54,6.76,1.60
41.0,5.88,19.00,992.04,233.71,1225.75,6.40,5.04
42.0,0.00,21.00,0.00,216.70,216.70,0.00,0.00
43.0,2.88,32.00,55.40,139.52,194.92,1.62,4.90
44.0,2.90,43.00,443.00,0.00,443.00,4.71,0.00
45.0,3.98,49.00,711.60,26.40,738.00,4.34,3.40
46.0,5.05,15.00,887.68,232.30,1119.98,5.18,4.84
47.0,3.92,20.00,1608.68,51.10,1659.78,6.38,0.00
48.0,2.63,25.00,84.75,37.78,122.53,1.77,4.00
49.0,2.63,27.00,246.75,293.28,540.03,1.77,4.00
50.0,1.71,33.00,495.51,147.00,642.51,2.78,0.00
51.0,0.62,7.00,154.50,0.00,154.50,1.00,0.00
52.0,1.00,9.00,278.50,0.00,278.50,1.62,0.00
53.0,1.77,20.00,98.05,2.10,100.15,1.88,1.60
54.0,4.96,27.00,374.35,102.90,477.25,6.44,2.60
55.0,5.65,33.00,966.89,66.60,1033.49,9.19,0.00
56.0,4.40,14.00,854.47,10.20,864.67,6.88,0.44
57.0,4.82,21.00,404.24,149.20,553.44,4.90,4.70
58.0,1.92,29.00,426.90,189.10,616.00,3.13,0.00
59.0,1.55,32.00,86.55,132.75,219.30,1.62,1.42
60.0,2.27,35.00,250.77,8.60,259.37,2.84,1.37
61.0,1.92,6.00,478.77,19.40,498.17,2.84,0.44
62.0,1.68,11.00,330.62,81.52,412.14,2.18,0.88
63.0,0.00,11.00,0.00,86.90,86.90,0.00,0.00
64.0,0.00,13.00,0.00,0.00,0.00,0.00,0.00
65.0,0.00,13.00,0.00,0.00,0.00,0.00,0.00
66.0,0.00,0.00,0.00,38.60,38.60,0.00,0.00
67.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
68.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
69.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
