Time_min,Avg_Jam_Length_m,Throughput_veh_per_min,North_Queue,South_Queue,Total_Queue,North_Jam_Length_m,South_Jam_Length_m
1.0,0.77,4.00,24.30,0.00,24.30,1.25,0.00
2.0,3.98,15.00,319.50,0.00,319.50,6.47,0.00
3.0,6.26,29.00,758.51,84.65,843.16,6.96,5.14
4.0,10.41,53.00,991.31,14.10,1005.41,16.91,0.00
5.0,14.90,68.00,2686.31,52.95,2739.26,21.06,5.05
6.0,1.86,43.00,132.98,20.00,152.98,1.77,2.00
7.0,5.65,68.00,771.47,100.60,872.07,8.91,0.44
8.0,7.45,75.00,1797.04,141.10,1938.14,9.53,4.14
9.0,4.20,96.00,594.86,253.95,848.81,6.55,0.44
10.0,9.99,130.00,1698.66,14.85,1713.51,14.63,2.55
11.0,9.52,37.00,1059.90,384.35,1444.25,9.43,9.68
12.0,3.03,67.00,427.00,39.20,466.20,4.93,0.00
13.0,9.25,82.00,1501.73,133.47,1635.20,11.26,6.04
14.0,9.62,98.00,2113.81,209.92,2323.73,11.70,6.28
15.0,13.60,116.00,4117.25,434.00,4551.25,20.60,2.40
16.0,12.68,44.00,871.74,349.78,1221.52,13.70,11.06
17.0,11.06,76.00,50.53,349.02,399.55,3.27,23.51
18.0,7.67,104.00,697.47,23.80,721.27,11.56,1.44
19.0,9.67,123.00,1215.50,327.10,1542.60,11.83,6.22
20.0,11.83,150.00,2343.64,226.75,2570.39,18.95,0.44
21.0,6.57,34.00,716.01,63.20,779.21,8.78,3.04
22.0,10.58,63.00,878.50,254.35,1132.85,8.31,14.22
23.0,9.96,82.00,2342.12,102.10,2444.22,16.18,0.00
24.0,10.86,96.00,2997.47,18.30,3015.77,16.16,2.38
25.0,14.35,117.00,3253.59,208.40,3461.99,22.42,1.44
26.0,20.66,50.00,5289.08,9.70,5298.78,33.29,0.44
27.0,6.53,67.00,120.19,208.85,329.04,5.47,8.23
28.0,3.89,102.00,382.76,41.90,424.66,6.32,0.00
29.0,10.23,124.00,1268.07,80.35,1348.42,15.41,1.94
30.0,12.37,137.00,1869.67,159.50,2029.17,16.38,5.95
31.0,15.70,54.00,3946.02,470.30,4416.32,25.24,0.44
