Time_min,Avg_Jam_Length_m,Throughput_veh_per_min,North_Queue,South_Queue,Total_Queue,North_Jam_Length_m,South_Jam_Length_m
1.0,0.17,1.00,5.05,0.00,5.05,0.28,0.00
2.0,0.34,7.00,51.00,0.00,51.00,0.55,0.00
3.0,2.67,17.00,169.37,139.60,308.97,2.17,3.46
4.0,3.86,28.00,487.39,88.40,575.79,6.28,0.00
5.0,7.82,40.00,1169.84,71.79,1241.63,8.79,6.26
6.0,1.52,29.00,0.00,81.68,81.68,0.00,3.96
7.0,2.72,41.00,149.46,70.50,219.96,4.43,0.00
8.0,4.45,46.00,569.21,91.35,660.56,5.64,2.54
9.0,2.08,58.00,180.15,161.70,341.85,3.38,0.00
10.0,5.29,78.00,629.60,0.40,630.00,8.60,0.00
11.0,5.53,25.00,1081.80,64.60,1146.40,7.14,2.95
12.0,2.79,45.00,114.60,54.90,169.50,4.54,0.00
13.0,6.39,52.00,1022.27,78.65,1100.92,8.50,3.02
14.0,4.12,63.00,1378.65,276.15,1654.80,5.80,1.42
15.0,7.53,77.00,2412.22,379.50,2791.72,12.24,0.00
16.0,6.03,23.00,586.40,56.90,643.30,7.24,4.10
17.0,7.04,47.00,172.00,382.60,554.60,1.25,16.30
18.0,6.58,65.00,579.00,52.20,631.20,9.08,2.60
19.0,7.36,80.00,557.77,339.99,897.76,7.53,7.10
20.0,8.37,101.00,1327.52,90.40,1417.92,13.60,0.00
21.0,8.34,32.00,875.80,53.25,929.05,10.55,4.80
22.0,7.62,61.00,284.92,480.70,765.62,2.96,15.07
23.0,3.48,73.00,853.82,20.00,873.82,5.65,0.00
24.0,5.38,81.00,1492.25,0.00,1492.25,8.74,0.00
25.0,5.48,91.00,1561.18,202.18,1763.36,7.29,2.58
26.0,7.59,23.00,2487.33,0.00,2487.33,12.33,0.00
27.0,2.28,31.00,148.55,93.18,241.73,1.16,4.08
28.0,4.38,45.00,574.64,40.90,615.54,7.13,0.00
29.0,10.30,60.00,1593.70,96.58,1690.28,15.24,2.40
30.0,8.31,72.00,1058.14,93.50,1151.64,10.42,4.94
31.0,9.99,37.00,2232.14,342.05,2574.19,15.95,0.44
32.0,6.89,55.00,1033.50,96.85,1130.35,9.05,3.42
33.0,6.07,67.00,191.20,476.85,668.05,2.19,12.29
34.0,2.65,75.00,486.42,136.30,622.72,4.31,0.00
35.0,4.17,89.00,594.22,30.38,624.60,4.65,3.40
36.0,5.20,23.00,1281.11,115.05,1396.16,8.18,0.44
37.0,2.45,38.00,406.49,33.35,439.84,3.13,1.38
38.0,5.52,57.00,87.26,174.51,261.77,4.05,7.86
39.0,5.11,73.00,621.84,105.00,726.84,8.30,0.00
40.0,7.01,84.00,935.31,6.15,941.46,10.39,1.60
41.0,8.14,28.00,701.70,237.20,938.90,9.11,6.58
42.0,4.62,37.00,612.54,364.97,977.51,7.23,0.44
43.0,5.18,53.00,118.50,147.44,265.94,3.48,7.91
44.0,5.58,72.00,1055.18,52.80,1107.98,9.06,0.00
45.0,7.51,94.00,2011.45,3.75,2015.20,11.93,0.44
46.0,7.79,33.00,1708.63,78.53,1787.16,10.89,2.84
47.0,10.25,45.00,3123.09,64.30,3187.39,16.65,0.00
48.0,0.00,50.00,0.00,0.00,0.00,0.00,0.00
49.0,3.38,64.00,72.85,300.20,373.05,0.90,7.34
50.0,2.94,74.00,315.30,227.40,542.70,4.78,0.00
51.0,1.75,11.00,234.50,16.95,251.45,1.84,1.60
52.0,4.01,25.00,780.05,84.20,864.25,6.51,0.00
53.0,4.69,47.00,553.03,27.70,580.73,5.06,4.10
54.0,8.81,59.00,724.48,261.65,986.13,10.13,6.70
55.0,7.63,74.00,1723.25,135.10,1858.35,12.40,0.00
56.0,10.44,33.00,2218.83,63.30,2282.13,15.34,2.60
57.0,8.81,45.00,1729.15,310.73,2039.88,9.99,6.92
58.0,2.52,58.00,488.40,236.30,724.70,4.09,0.00
59.0,4.06,73.00,190.90,130.78,321.68,2.89,5.94
60.0,6.45,80.00,816.96,34.50,851.46,8.35,3.40
61.0,6.08,20.00,1564.76,60.30,1625.06,8.88,1.60
62.0,5.91,30.00,1701.21,205.60,1906.81,7.35,3.60
63.0,0.00,30.00,0.00,138.60,138.60,0.00,0.00
64.0,1.67,34.00,0.00,70.90,70.90,0.00,4.34
65.0,1.67,34.00,0.00,430.90,430.90,0.00,4.34
66.0,0.00,3.00,0.00,140.60,140.60,0.00,0.00
67.0,0.00,3.00,0.00,0.00,0.00,0.00,0.00
68.0,0.00,3.00,0.00,0.00,0.00,0.00,0.00
69.0,0.00,3.00,0.00,0.00,0.00,0.00,0.00
