Time_min,Avg_Jam_Length_m,Throughput_veh_per_min,North_Queue,South_Queue,Total_Queue,North_Jam_Length_m,South_Jam_Length_m
1.0,0.38,1.00,13.70,0.00,13.70,0.62,0.00
2.0,0.55,7.00,89.70,0.00,89.70,0.90,0.00
3.0,4.47,20.00,283.85,91.15,375.00,4.99,3.64
4.0,4.25,28.00,686.53,71.60,758.13,6.90,0.00
5.0,8.35,39.00,1389.03,72.21,1461.24,9.65,6.26
6.0,0.34,31.00,0.00,34.65,34.65,0.00,0.88
7.0,2.95,47.00,219.83,40.80,260.63,4.80,0.00
8.0,5.12,53.00,651.78,153.21,804.99,6.01,3.70
9.0,2.98,67.00,99.50,107.04,206.54,3.84,1.60
10.0,3.38,85.00,486.26,0.44,486.70,5.49,0.00
11.0,5.77,27.00,701.85,199.42,901.27,5.44,6.30
12.0,1.67,46.00,61.22,23.90,85.12,2.71,0.00
13.0,6.36,52.00,700.84,129.60,830.44,7.44,4.64
14.0,3.80,60.00,911.14,134.50,1045.64,5.18,1.60
15.0,6.43,74.00,1850.36,498.60,2348.96,10.45,0.00
16.0,4.61,20.00,401.97,55.40,457.37,4.94,4.10
17.0,4.70,43.00,49.83,344.53,394.36,0.28,11.77
18.0,3.98,58.00,342.52,51.87,394.39,5.20,2.04
19.0,5.46,74.00,452.15,251.32,703.47,6.00,4.58
20.0,7.56,96.00,1283.18,29.40,1312.58,12.29,0.00
21.0,6.51,29.00,762.91,17.55,780.46,8.58,3.20
22.0,6.16,48.00,234.42,249.09,483.51,3.38,10.62
23.0,3.80,64.00,793.41,106.50,899.91,6.18,0.00
24.0,5.30,72.00,1373.82,0.00,1373.82,8.61,0.00
25.0,6.03,81.00,1164.15,208.70,1372.85,8.80,1.60
26.0,8.59,23.00,2238.41,0.00,2238.41,13.95,0.00
27.0,1.31,29.00,0.00,150.72,150.72,0.00,3.40
28.0,2.30,46.00,153.70,19.90,173.60,3.74,0.00
29.0,8.14,61.00,746.47,65.70,812.17,12.23,1.60
30.0,9.04,74.00,937.44,83.70,1021.14,10.76,6.28
31.0,10.87,34.00,2178.22,363.95,2542.17,17.39,0.44
32.0,6.44,55.00,955.90,92.26,1048.16,8.33,3.42
33.0,6.14,63.00,191.80,474.66,666.46,2.19,12.47
34.0,2.65,70.00,486.70,155.90,642.60,4.31,0.00
35.0,6.97,84.00,627.80,7.05,634.85,10.05,2.04
36.0,5.89,31.00,1405.20,85.25,1490.45,9.30,0.44
37.0,3.15,40.00,619.20,33.25,652.45,4.25,1.38
38.0,4.71,58.00,151.38,144.93,296.31,4.66,4.78
39.0,5.18,74.00,773.53,71.00,844.53,8.41,0.00
40.0,5.95,84.00,1033.81,11.00,1044.81,8.18,2.40
41.0,8.52,31.00,623.96,311.45,935.41,8.50,8.54
42.0,5.10,43.00,512.89,427.60,940.49,7.29,1.60
43.0,4.55,56.00,84.08,294.15,378.23,2.99,7.04
44.0,5.68,79.00,549.20,39.50,588.70,9.23,0.00
45.0,4.97,97.00,1023.80,12.90,1036.70,6.08,3.20
46.0,9.10,37.00,1320.41,270.95,1591.36,11.89,4.64
47.0,10.41,49.00,2804.95,243.10,3048.05,16.92,0.00
48.0,1.96,58.00,1.10,65.40,66.50,0.62,4.10
49.0,6.78,66.00,113.30,521.67,634.97,1.62,15.03
50.0,5.25,82.00,538.23,163.00,701.23,8.54,0.00
51.0,2.35,13.00,412.45,43.15,455.60,2.94,1.42
52.0,4.99,26.00,1025.12,147.30,1172.42,8.11,0.00
53.0,3.02,44.00,556.17,0.00,556.17,4.91,0.00
54.0,7.55,58.00,687.68,124.83,812.51,9.49,4.46
55.0,8.29,73.00,1798.67,78.80,1877.47,13.48,0.00
56.0,10.78,32.00,1940.15,84.50,2024.65,15.64,3.02
57.0,12.34,43.00,1637.75,511.10,2148.85,12.59,11.95
58.0,3.82,55.00,859.85,424.00,1283.85,6.20,0.00
59.0,5.02,69.00,109.50,279.12,388.62,2.40,9.22
60.0,6.98,76.00,544.65,39.60,584.25,7.01,6.92
61.0,5.12,20.00,1035.90,21.25,1057.15,8.04,0.44
62.0,5.35,29.00,1268.15,140.95,1409.10,6.90,2.86
63.0,0.62,29.00,185.55,219.60,405.15,1.00,0.00
64.0,0.72,32.00,0.00,55.25,55.25,0.00,1.86
65.0,0.72,32.00,0.00,235.25,235.25,0.00,1.86
66.0,0.00,2.00,0.00,136.00,136.00,0.00,0.00
67.0,0.00,2.00,0.00,0.00,0.00,0.00,0.00
68.0,0.00,2.00,0.00,0.00,0.00,0.00,0.00
69.0,0.00,2.00,0.00,0.00,0.00,0.00,0.00
